st,CYQ,year,quarter,Loans,LPCE,LPCTW,Bond_Amount,Bond_Date
MN,1976.1,1976,1,NA,NA,NA,NA,NA
MN,1976.2,1976,2,NA,NA,NA,NA,NA
MN,1976.3,1976,3,NA,NA,NA,NA,NA
MN,1976.4,1976,4,NA,NA,NA,NA,NA
MN,1977.1,1977,1,NA,NA,NA,NA,NA
MN,1977.2,1977,2,NA,NA,NA,NA,NA
MN,1977.3,1977,3,NA,NA,NA,NA,NA
MN,1977.4,1977,4,NA,NA,NA,NA,NA
MN,1978.1,1978,1,NA,NA,NA,NA,NA
MN,1978.2,1978,2,NA,NA,NA,NA,NA
MN,1978.3,1978,3,NA,NA,NA,NA,NA
MN,1978.4,1978,4,NA,NA,NA,NA,NA
MN,1979.1,1979,1,NA,NA,NA,NA,NA
MN,1979.2,1979,2,NA,NA,NA,NA,NA
MN,1979.3,1979,3,NA,NA,NA,NA,NA
MN,1979.4,1979,4,NA,NA,NA,NA,NA
MN,1980.1,1980,1,NA,NA,NA,NA,NA
MN,1980.2,1980,2,NA,NA,NA,NA,NA
MN,1980.3,1980,3,NA,NA,NA,NA,NA
MN,1980.4,1980,4,NA,NA,NA,NA,NA
MN,1981.1,1981,1,NA,NA,NA,NA,NA
MN,1981.2,1981,2,NA,NA,NA,NA,NA
MN,1981.3,1981,3,NA,NA,NA,NA,NA
MN,1981.4,1981,4,NA,NA,NA,NA,NA
MN,1982.1,1982,1,NA,NA,NA,NA,NA
MN,1982.2,1982,2,NA,NA,NA,NA,NA
MN,1982.3,1982,3,NA,NA,NA,NA,NA
MN,1982.4,1982,4,NA,NA,NA,NA,NA
MN,1983.1,1983,1,NA,NA,NA,NA,NA
MN,1983.2,1983,2,NA,NA,NA,NA,NA
MN,1983.3,1983,3,NA,NA,NA,NA,NA
MN,1983.4,1983,4,NA,NA,NA,NA,NA
MN,1984.1,1984,1,NA,NA,NA,NA,NA
MN,1984.2,1984,2,NA,NA,NA,NA,NA
MN,1984.3,1984,3,NA,NA,NA,NA,NA
MN,1984.4,1984,4,NA,NA,NA,NA,NA
MN,1985.1,1985,1,NA,NA,NA,NA,NA
MN,1985.2,1985,2,NA,NA,NA,NA,NA
MN,1985.3,1985,3,NA,NA,NA,NA,NA
MN,1985.4,1985,4,NA,NA,NA,NA,NA
MN,1986.1,1986,1,NA,NA,NA,NA,NA
MN,1986.2,1986,2,NA,NA,NA,NA,NA
MN,1986.3,1986,3,NA,NA,NA,NA,NA
MN,1986.4,1986,4,NA,NA,NA,NA,NA
MN,1987.1,1987,1,NA,NA,NA,NA,NA
MN,1987.2,1987,2,NA,NA,NA,NA,NA
MN,1987.3,1987,3,NA,NA,NA,NA,NA
MN,1987.4,1987,4,NA,NA,NA,NA,NA
MN,1988.1,1988,1,NA,NA,NA,NA,NA
MN,1988.2,1988,2,NA,NA,NA,NA,NA
MN,1988.3,1988,3,NA,NA,NA,NA,NA
MN,1988.4,1988,4,NA,NA,NA,NA,NA
MN,1989.1,1989,1,NA,NA,NA,NA,NA
MN,1989.2,1989,2,NA,NA,NA,NA,NA
MN,1989.3,1989,3,NA,NA,NA,NA,NA
MN,1989.4,1989,4,NA,NA,NA,NA,NA
MN,1990.1,1990,1,NA,NA,NA,NA,NA
MN,1990.2,1990,2,NA,NA,NA,NA,NA
MN,1990.3,1990,3,NA,NA,NA,NA,NA
MN,1990.4,1990,4,NA,NA,NA,NA,NA
MN,1991.1,1991,1,NA,NA,NA,NA,NA
MN,1991.2,1991,2,NA,NA,NA,NA,NA
MN,1991.3,1991,3,NA,NA,NA,NA,NA
MN,1991.4,1991,4,NA,NA,NA,NA,NA
MN,1992.1,1992,1,NA,NA,NA,NA,NA
MN,1992.2,1992,2,NA,NA,NA,NA,NA
MN,1992.3,1992,3,NA,NA,NA,NA,NA
MN,1992.4,1992,4,NA,NA,NA,NA,NA
MN,1993.1,1993,1,NA,NA,NA,NA,NA
MN,1993.2,1993,2,NA,NA,NA,NA,NA
MN,1993.3,1993,3,NA,NA,NA,NA,NA
MN,1993.4,1993,4,NA,NA,NA,NA,NA
MN,1994.1,1994,1,NA,NA,NA,NA,NA
MN,1994.2,1994,2,NA,NA,NA,NA,NA
MN,1994.3,1994,3,NA,NA,NA,NA,NA
MN,1994.4,1994,4,NA,NA,NA,NA,NA
MN,1995.1,1995,1,NA,NA,NA,NA,NA
MN,1995.2,1995,2,NA,NA,NA,NA,NA
MN,1995.3,1995,3,NA,NA,NA,NA,NA
MN,1995.4,1995,4,NA,NA,NA,NA,NA
MN,1996.1,1996,1,NA,NA,NA,NA,NA
MN,1996.2,1996,2,NA,NA,NA,NA,NA
MN,1996.3,1996,3,NA,NA,NA,NA,NA
MN,1996.4,1996,4,NA,NA,NA,NA,NA
MN,1997.1,1997,1,NA,NA,NA,NA,NA
MN,1997.2,1997,2,NA,NA,NA,NA,NA
MN,1997.3,1997,3,NA,NA,NA,NA,NA
MN,1997.4,1997,4,NA,NA,NA,NA,NA
MN,1998.1,1998,1,NA,NA,NA,NA,NA
MN,1998.2,1998,2,NA,NA,NA,NA,NA
MN,1998.3,1998,3,NA,NA,NA,NA,NA
MN,1998.4,1998,4,NA,NA,NA,NA,NA
MN,1999.1,1999,1,NA,NA,NA,NA,NA
MN,1999.2,1999,2,NA,NA,NA,NA,NA
MN,1999.3,1999,3,NA,NA,NA,NA,NA
MN,1999.4,1999,4,NA,NA,NA,NA,NA
MN,2000.1,2000,1,NA,NA,NA,NA,NA
MN,2000.2,2000,2,NA,NA,NA,NA,NA
MN,2000.3,2000,3,NA,NA,NA,NA,NA
MN,2000.4,2000,4,NA,NA,NA,NA,NA
MN,2001.1,2001,1,NA,NA,NA,NA,NA
MN,2001.2,2001,2,NA,NA,NA,NA,NA
MN,2001.3,2001,3,NA,NA,NA,NA,NA
MN,2001.4,2001,4,NA,NA,NA,NA,NA
MN,2002.1,2002,1,NA,NA,NA,NA,NA
MN,2002.2,2002,2,NA,NA,NA,NA,NA
MN,2002.3,2002,3,NA,NA,NA,NA,NA
MN,2002.4,2002,4,NA,NA,NA,NA,NA
MN,2003.1,2003,1,109976,43.04346107,0.145574265,NA,NA
MN,2003.2,2003,2,118948,46.15296269,0.157035031,NA,NA
MN,2003.3,2003,3,125790,50.43632089,0.165507917,NA,NA
MN,2003.4,2003,4,175548,68.35326522,0.229802392,NA,NA
MN,2004.1,2004,1,379155,148.9957508,0.492128235,NA,NA
MN,2004.2,2004,2,252169,98.43503406,0.324813809,NA,NA
MN,2004.3,2004,3,147142,59.17520997,0.187354523,NA,NA
MN,2004.4,2004,4,123008,47.41031265,0.154941325,NA,NA
MN,2005.1,2005,1,270525,104.9417772,0.337367502,NA,NA
MN,2005.2,2005,2,75570,28.97077276,0.091850581,NA,NA
MN,2005.3,2005,3,0,0,0,NA,NA
MN,2005.4,2005,4,0,0,0,NA,NA
MN,2006.1,2006,1,0,0,0,NA,NA
MN,2006.2,2006,2,0,0,0,NA,NA
MN,2006.3,2006,3,0,0,0,NA,NA
MN,2006.4,2006,4,0,0,0,NA,NA
MN,2007.1,2007,1,0,0,0,NA,NA
MN,2007.2,2007,2,0,0,0,NA,NA
MN,2007.3,2007,3,0,0,0,NA,NA
MN,2007.4,2007,4,0,0,0,NA,NA
MN,2008.1,2008,1,0,0,0,NA,NA
MN,2008.2,2008,2,0,0,0,NA,NA
MN,2008.3,2008,3,0,0,0,NA,NA
MN,2008.4,2008,4,0,0,0,NA,NA
MN,2009.1,2009,1,0,0,0,NA,NA
MN,2009.2,2009,2,0,0,0,NA,NA
MN,2009.3,2009,3,105108,41.72232197,0.113617343,NA,NA
MN,2009.4,2009,4,281123,109.8393297,0.309726652,NA,NA
MN,2010.1,2010,1,637989,252.6414955,0.721521553,NA,NA
MN,2010.2,2010,2,591802,233.0530117,0.677374897,NA,NA
MN,2010.3,2010,3,528746,215.3115679,0.60851409,NA,NA
MN,2010.4,2010,4,544704,214.4473543,0.622853778,NA,NA
MN,2011.1,2011,1,733182,289.4203832,0.827071267,NA,NA
MN,2011.2,2011,2,460179,179.9594545,0.511870821,NA,NA
MN,2011.3,2011,3,268954,107.8346664,0.292950792,NA,NA
MN,2011.4,2011,4,181725,70.32820992,0.195563172,NA,NA
MN,2012.1,2012,1,302311,116.8719358,0.319704761,NA,NA
MN,2012.2,2012,2,0,0,0,NA,NA
MN,2012.3,2012,3,0,0,0,NA,NA
MN,2012.4,2012,4,0,0,0,NA,NA
MN,2013.1,2013,1,0,0,0,NA,NA
MN,2013.2,2013,2,0,0,0,NA,NA
MN,2013.3,2013,3,0,0,0,NA,NA
MN,2013.4,2013,4,0,0,0,NA,NA
MN,2014.1,2014,1,0,0,0,0,N.A.
MN,2014.2,2014,2,0,0,0,0,N.A.
MN,2014.3,2014,3,0,0,0,0,N.A.
MN,2014.4,2014,4,0,0,0,0,N.A.
MN,2015.1,2015,1,0,0,0,0,N.A.
MN,2015.2,2015,2,0,0,0,0,N.A.
MN,2015.3,2015,3,0,0,0,0,N.A.
MN,2015.4,2015,4,0,0,0,0,N.A.
MN,2016.1,2016,1,0,0,0,0,N.A.
MN,2016.2,2016,2,0,0,0,0,N.A.
MN,2016.3,2016,3,0,0,0,0,N.A.
MN,2016.4,2016,4,0,0,0,0,N.A.
MN,2017.1,2017,1,0,0,0,0,N.A.
MN,2017.2,2017,2,0,0,0,0,N.A.
MN,2017.3,2017,3,0,0,0,0,N.A.
MN,2017.4,2017,4,0,0,0,0,N.A.
MN,2018.1,2018,1,0,0,0,0,N.A.
MO,1971.1,1971,1,NA,NA,NA,NA,NA
MO,1971.2,1971,2,NA,NA,NA,NA,NA
MO,1971.3,1971,3,NA,NA,NA,NA,NA
MO,1971.4,1971,4,NA,NA,NA,NA,NA
MO,1972.1,1972,1,NA,NA,NA,NA,NA
MO,1972.2,1972,2,NA,NA,NA,NA,NA
MO,1972.3,1972,3,NA,NA,NA,NA,NA
MO,1972.4,1972,4,NA,NA,NA,NA,NA
MO,1973.1,1973,1,NA,NA,NA,NA,NA
MO,1973.2,1973,2,NA,NA,NA,NA,NA
MO,1973.3,1973,3,NA,NA,NA,NA,NA
MO,1973.4,1973,4,NA,NA,NA,NA,NA
MO,1974.1,1974,1,NA,NA,NA,NA,NA
MO,1974.2,1974,2,NA,NA,NA,NA,NA
MO,1974.3,1974,3,NA,NA,NA,NA,NA
MO,1974.4,1974,4,NA,NA,NA,NA,NA
MO,1975.1,1975,1,NA,NA,NA,NA,NA
MO,1975.2,1975,2,NA,NA,NA,NA,NA
MO,1975.3,1975,3,NA,NA,NA,NA,NA
MO,1975.4,1975,4,NA,NA,NA,NA,NA
MO,1976.1,1976,1,NA,NA,NA,NA,NA
MO,1976.2,1976,2,NA,NA,NA,NA,NA
MO,1976.3,1976,3,NA,NA,NA,NA,NA
MO,1976.4,1976,4,NA,NA,NA,NA,NA
MO,1977.1,1977,1,NA,NA,NA,NA,NA
MO,1977.2,1977,2,NA,NA,NA,NA,NA
MO,1977.3,1977,3,NA,NA,NA,NA,NA
MO,1977.4,1977,4,NA,NA,NA,NA,NA
MO,1978.1,1978,1,NA,NA,NA,NA,NA
MO,1978.2,1978,2,NA,NA,NA,NA,NA
MO,1978.3,1978,3,NA,NA,NA,NA,NA
MO,1978.4,1978,4,NA,NA,NA,NA,NA
MO,1979.1,1979,1,NA,NA,NA,NA,NA
MO,1979.2,1979,2,NA,NA,NA,NA,NA
MO,1979.3,1979,3,NA,NA,NA,NA,NA
MO,1979.4,1979,4,NA,NA,NA,NA,NA
MO,1980.1,1980,1,NA,NA,NA,NA,NA
MO,1980.2,1980,2,NA,NA,NA,NA,NA
MO,1980.3,1980,3,NA,NA,NA,NA,NA
MO,1980.4,1980,4,NA,NA,NA,NA,NA
MO,1981.1,1981,1,NA,NA,NA,NA,NA
MO,1981.2,1981,2,NA,NA,NA,NA,NA
MO,1981.3,1981,3,NA,NA,NA,NA,NA
MO,1981.4,1981,4,NA,NA,NA,NA,NA
MO,1982.1,1982,1,NA,NA,NA,NA,NA
MO,1982.2,1982,2,NA,NA,NA,NA,NA
MO,1982.3,1982,3,NA,NA,NA,NA,NA
MO,1982.4,1982,4,NA,NA,NA,NA,NA
MO,1983.1,1983,1,NA,NA,NA,NA,NA
MO,1983.2,1983,2,NA,NA,NA,NA,NA
MO,1983.3,1983,3,NA,NA,NA,NA,NA
MO,1983.4,1983,4,NA,NA,NA,NA,NA
MO,1984.1,1984,1,NA,NA,NA,NA,NA
MO,1984.2,1984,2,NA,NA,NA,NA,NA
MO,1984.3,1984,3,NA,NA,NA,NA,NA
MO,1984.4,1984,4,NA,NA,NA,NA,NA
MO,1985.1,1985,1,NA,NA,NA,NA,NA
MO,1985.2,1985,2,NA,NA,NA,NA,NA
MO,1985.3,1985,3,NA,NA,NA,NA,NA
MO,1985.4,1985,4,NA,NA,NA,NA,NA
MO,1986.1,1986,1,NA,NA,NA,NA,NA
MO,1986.2,1986,2,NA,NA,NA,NA,NA
MO,1986.3,1986,3,NA,NA,NA,NA,NA
MO,1986.4,1986,4,NA,NA,NA,NA,NA
MO,1987.1,1987,1,NA,NA,NA,NA,NA
MO,1987.2,1987,2,NA,NA,NA,NA,NA
MO,1987.3,1987,3,NA,NA,NA,NA,NA
MO,1987.4,1987,4,NA,NA,NA,NA,NA
MO,1988.1,1988,1,NA,NA,NA,NA,NA
MO,1988.2,1988,2,NA,NA,NA,NA,NA
MO,1988.3,1988,3,NA,NA,NA,NA,NA
MO,1988.4,1988,4,NA,NA,NA,NA,NA
MO,1989.1,1989,1,NA,NA,NA,NA,NA
MO,1989.2,1989,2,NA,NA,NA,NA,NA
MO,1989.3,1989,3,NA,NA,NA,NA,NA
MO,1989.4,1989,4,NA,NA,NA,NA,NA
MO,1990.1,1990,1,NA,NA,NA,NA,NA
MO,1990.2,1990,2,NA,NA,NA,NA,NA
MO,1990.3,1990,3,NA,NA,NA,NA,NA
MO,1990.4,1990,4,NA,NA,NA,NA,NA
MO,1991.1,1991,1,NA,NA,NA,NA,NA
MO,1991.2,1991,2,NA,NA,NA,NA,NA
MO,1991.3,1991,3,NA,NA,NA,NA,NA
MO,1991.4,1991,4,NA,NA,NA,NA,NA
MO,1992.1,1992,1,NA,NA,NA,NA,NA
MO,1992.2,1992,2,NA,NA,NA,NA,NA
MO,1992.3,1992,3,NA,NA,NA,NA,NA
MO,1992.4,1992,4,NA,NA,NA,NA,NA
MO,1993.1,1993,1,NA,NA,NA,NA,NA
MO,1993.2,1993,2,NA,NA,NA,NA,NA
MO,1993.3,1993,3,NA,NA,NA,NA,NA
MO,1993.4,1993,4,NA,NA,NA,NA,NA
MO,1994.1,1994,1,NA,NA,NA,NA,NA
MO,1994.2,1994,2,NA,NA,NA,NA,NA
MO,1994.3,1994,3,NA,NA,NA,NA,NA
MO,1994.4,1994,4,NA,NA,NA,NA,NA
MO,1995.1,1995,1,NA,NA,NA,NA,NA
MO,1995.2,1995,2,NA,NA,NA,NA,NA
MO,1995.3,1995,3,NA,NA,NA,NA,NA
MO,1995.4,1995,4,NA,NA,NA,NA,NA
MO,1996.1,1996,1,NA,NA,NA,NA,NA
MO,1996.2,1996,2,NA,NA,NA,NA,NA
MO,1996.3,1996,3,NA,NA,NA,NA,NA
MO,1996.4,1996,4,NA,NA,NA,NA,NA
MO,1997.1,1997,1,NA,NA,NA,NA,NA
MO,1997.2,1997,2,NA,NA,NA,NA,NA
MO,1997.3,1997,3,NA,NA,NA,NA,NA
MO,1997.4,1997,4,NA,NA,NA,NA,NA
MO,1998.1,1998,1,NA,NA,NA,NA,NA
MO,1998.2,1998,2,NA,NA,NA,NA,NA
MO,1998.3,1998,3,NA,NA,NA,NA,NA
MO,1998.4,1998,4,NA,NA,NA,NA,NA
MO,1999.1,1999,1,NA,NA,NA,NA,NA
MO,1999.2,1999,2,NA,NA,NA,NA,NA
MO,1999.3,1999,3,NA,NA,NA,NA,NA
MO,1999.4,1999,4,NA,NA,NA,NA,NA
MO,2000.1,2000,1,NA,NA,NA,NA,NA
MO,2000.2,2000,2,NA,NA,NA,NA,NA
MO,2000.3,2000,3,NA,NA,NA,NA,NA
MO,2000.4,2000,4,NA,NA,NA,NA,NA
MO,2001.1,2001,1,NA,NA,NA,NA,NA
MO,2001.2,2001,2,NA,NA,NA,NA,NA
MO,2001.3,2001,3,NA,NA,NA,NA,NA
MO,2001.4,2001,4,NA,NA,NA,NA,NA
MO,2002.1,2002,1,NA,NA,NA,NA,NA
MO,2002.2,2002,2,NA,NA,NA,NA,NA
MO,2002.3,2002,3,NA,NA,NA,NA,NA
MO,2002.4,2002,4,NA,NA,NA,NA,NA
MO,2003.1,2003,1,15994,6.238629733,0.023396915,NA,NA
MO,2003.2,2003,2,0,0,0,NA,NA
MO,2003.3,2003,3,55182,21.82733848,0.08071309,NA,NA
MO,2003.4,2003,4,142924,55.24309645,0.208425145,NA,NA
MO,2004.1,2004,1,271650,106.8099239,0.394655585,NA,NA
MO,2004.2,2004,2,288557,111.7241929,0.416895985,NA,NA
MO,2004.3,2004,3,288557,114.4698159,0.414134101,NA,NA
MO,2004.4,2004,4,288557,111.0773646,0.41183041,NA,NA
MO,2005.1,2005,1,368116,143.7241803,0.520824611,NA,NA
MO,2005.2,2005,2,288557,110.374196,0.402192242,NA,NA
MO,2005.3,2005,3,288557,112.8416157,0.399650767,NA,NA
MO,2005.4,2005,4,238257,90.39757449,0.325441978,NA,NA
MO,2006.1,2006,1,250818,96.33999586,0.336583512,NA,NA
MO,2006.2,2006,2,238257,90.09539432,0.316752845,NA,NA
MO,2006.3,2006,3,238257,91.64277101,0.309390171,NA,NA
MO,2006.4,2006,4,135457,50.68032339,0.17384737,NA,NA
MO,2007.1,2007,1,135457,51.48095588,0.173646766,NA,NA
MO,2007.2,2007,2,0,0,0,NA,NA
MO,2007.3,2007,3,0,0,0,NA,NA
MO,2007.4,2007,4,0,0,0,NA,NA
MO,2008.1,2008,1,0,0,0,NA,NA
MO,2008.2,2008,2,0,0,0,NA,NA
MO,2008.3,2008,3,0,0,0,NA,NA
MO,2008.4,2008,4,0,0,0,NA,NA
MO,2009.1,2009,1,120712,45.62923337,0.143673048,NA,NA
MO,2009.2,2009,2,185883,69.84230877,0.217474299,NA,NA
MO,2009.3,2009,3,291562,114.1358621,0.345295786,NA,NA
MO,2009.4,2009,4,474345,183.9027653,0.571737603,NA,NA
MO,2010.1,2010,1,687460,272.7885974,0.841654708,NA,NA
MO,2010.2,2010,2,722117,283.5236993,0.910304166,NA,NA
MO,2010.3,2010,3,722117,291.7416945,0.921622658,NA,NA
MO,2010.4,2010,4,722117,284.3128068,0.921575296,NA,NA
MO,2011.1,2011,1,861221,344.2631142,1.093169821,NA,NA
MO,2011.2,2011,2,692168,272.0927344,0.870872175,NA,NA
MO,2011.3,2011,3,725447,292.5185978,0.904931147,NA,NA
MO,2011.4,2011,4,725573,284.1756895,0.899894221,NA,NA
MO,2012.1,2012,1,791141,314.4587067,0.967644209,NA,NA
MO,2012.2,2012,2,562805,219.6454483,0.689601663,NA,NA
MO,2012.3,2012,3,569253,226.4093085,0.683659559,NA,NA
MO,2012.4,2012,4,569175,221.6583593,0.676919689,NA,NA
MO,2013.1,2013,1,556958,219.4373077,0.662180429,NA,NA
MO,2013.2,2013,2,308545,119.1849326,0.360780867,NA,NA
MO,2013.3,2013,3,322163,126.9037752,0.375448148,NA,NA
MO,2013.4,2013,4,321570,123.3574304,0.372273576,NA,NA
MO,2014.1,2014,1,247691,96.3327283,0.285004677,0,N.A.
MO,2014.2,2014,2,0,0,0,0,N.A.
MO,2014.3,2014,3,0,0,0,0,N.A.
MO,2014.4,2014,4,0,0,0,0,N.A.
MO,2015.1,2015,1,0,0,0,0,N.A.
MO,2015.2,2015,2,0,0,0,0,N.A.
MO,2015.3,2015,3,0,0,0,0,N.A.
MO,2015.4,2015,4,0,0,0,0,N.A.
MO,2016.1,2016,1,0,0,0,0,N.A.
MO,2016.2,2016,2,0,0,0,0,N.A.
MO,2016.3,2016,3,0,0,0,0,N.A.
MO,2016.4,2016,4,0,0,0,0,N.A.
MO,2017.1,2017,1,0,0,0,0,N.A.
MO,2017.2,2017,2,0,0,0,0,N.A.
MO,2017.3,2017,3,0,0,0,0,N.A.
MO,2017.4,2017,4,0,0,0,0,N.A.
MO,2018.1,2018,1,0,0,0,0,N.A.
MS,1971.1,1971,1,NA,NA,NA,NA,NA
MS,1971.2,1971,2,NA,NA,NA,NA,NA
MS,1971.3,1971,3,NA,NA,NA,NA,NA
MS,1971.4,1971,4,NA,NA,NA,NA,NA
MS,1972.1,1972,1,NA,NA,NA,NA,NA
MS,1972.2,1972,2,NA,NA,NA,NA,NA
MS,1972.3,1972,3,NA,NA,NA,NA,NA
MS,1972.4,1972,4,NA,NA,NA,NA,NA
MS,1973.1,1973,1,NA,NA,NA,NA,NA
MS,1973.2,1973,2,NA,NA,NA,NA,NA
MS,1973.3,1973,3,NA,NA,NA,NA,NA
MS,1973.4,1973,4,NA,NA,NA,NA,NA
MS,1974.1,1974,1,NA,NA,NA,NA,NA
MS,1974.2,1974,2,NA,NA,NA,NA,NA
MS,1974.3,1974,3,NA,NA,NA,NA,NA
MS,1974.4,1974,4,NA,NA,NA,NA,NA
MS,1975.1,1975,1,NA,NA,NA,NA,NA
MS,1975.2,1975,2,NA,NA,NA,NA,NA
MS,1975.3,1975,3,NA,NA,NA,NA,NA
MS,1975.4,1975,4,NA,NA,NA,NA,NA
MS,1976.1,1976,1,NA,NA,NA,NA,NA
MS,1976.2,1976,2,NA,NA,NA,NA,NA
MS,1976.3,1976,3,NA,NA,NA,NA,NA
MS,1976.4,1976,4,NA,NA,NA,NA,NA
MS,1977.1,1977,1,NA,NA,NA,NA,NA
MS,1977.2,1977,2,NA,NA,NA,NA,NA
MS,1977.3,1977,3,NA,NA,NA,NA,NA
MS,1977.4,1977,4,NA,NA,NA,NA,NA
MS,1978.1,1978,1,NA,NA,NA,NA,NA
MS,1978.2,1978,2,NA,NA,NA,NA,NA
MS,1978.3,1978,3,NA,NA,NA,NA,NA
MS,1978.4,1978,4,NA,NA,NA,NA,NA
MS,1979.1,1979,1,NA,NA,NA,NA,NA
MS,1979.2,1979,2,NA,NA,NA,NA,NA
MS,1979.3,1979,3,NA,NA,NA,NA,NA
MS,1979.4,1979,4,NA,NA,NA,NA,NA
MS,1980.1,1980,1,NA,NA,NA,NA,NA
MS,1980.2,1980,2,NA,NA,NA,NA,NA
MS,1980.3,1980,3,NA,NA,NA,NA,NA
MS,1980.4,1980,4,NA,NA,NA,NA,NA
MS,1981.1,1981,1,NA,NA,NA,NA,NA
MS,1981.2,1981,2,NA,NA,NA,NA,NA
MS,1981.3,1981,3,NA,NA,NA,NA,NA
MS,1981.4,1981,4,NA,NA,NA,NA,NA
MS,1982.1,1982,1,NA,NA,NA,NA,NA
MS,1982.2,1982,2,NA,NA,NA,NA,NA
MS,1982.3,1982,3,NA,NA,NA,NA,NA
MS,1982.4,1982,4,NA,NA,NA,NA,NA
MS,1983.1,1983,1,NA,NA,NA,NA,NA
MS,1983.2,1983,2,NA,NA,NA,NA,NA
MS,1983.3,1983,3,NA,NA,NA,NA,NA
MS,1983.4,1983,4,NA,NA,NA,NA,NA
MS,1984.1,1984,1,NA,NA,NA,NA,NA
MS,1984.2,1984,2,NA,NA,NA,NA,NA
MS,1984.3,1984,3,NA,NA,NA,NA,NA
MS,1984.4,1984,4,NA,NA,NA,NA,NA
MS,1985.1,1985,1,NA,NA,NA,NA,NA
MS,1985.2,1985,2,NA,NA,NA,NA,NA
MS,1985.3,1985,3,NA,NA,NA,NA,NA
MS,1985.4,1985,4,NA,NA,NA,NA,NA
MS,1986.1,1986,1,NA,NA,NA,NA,NA
MS,1986.2,1986,2,NA,NA,NA,NA,NA
MS,1986.3,1986,3,NA,NA,NA,NA,NA
MS,1986.4,1986,4,NA,NA,NA,NA,NA
MS,1987.1,1987,1,NA,NA,NA,NA,NA
MS,1987.2,1987,2,NA,NA,NA,NA,NA
MS,1987.3,1987,3,NA,NA,NA,NA,NA
MS,1987.4,1987,4,NA,NA,NA,NA,NA
MS,1988.1,1988,1,NA,NA,NA,NA,NA
MS,1988.2,1988,2,NA,NA,NA,NA,NA
MS,1988.3,1988,3,NA,NA,NA,NA,NA
MS,1988.4,1988,4,NA,NA,NA,NA,NA
MS,1989.1,1989,1,NA,NA,NA,NA,NA
MS,1989.2,1989,2,NA,NA,NA,NA,NA
MS,1989.3,1989,3,NA,NA,NA,NA,NA
MS,1989.4,1989,4,NA,NA,NA,NA,NA
MS,1990.1,1990,1,NA,NA,NA,NA,NA
MS,1990.2,1990,2,NA,NA,NA,NA,NA
MS,1990.3,1990,3,NA,NA,NA,NA,NA
MS,1990.4,1990,4,NA,NA,NA,NA,NA
MS,1991.1,1991,1,NA,NA,NA,NA,NA
MS,1991.2,1991,2,NA,NA,NA,NA,NA
MS,1991.3,1991,3,NA,NA,NA,NA,NA
MS,1991.4,1991,4,NA,NA,NA,NA,NA
MS,1992.1,1992,1,NA,NA,NA,NA,NA
MS,1992.2,1992,2,NA,NA,NA,NA,NA
MS,1992.3,1992,3,NA,NA,NA,NA,NA
MS,1992.4,1992,4,NA,NA,NA,NA,NA
MS,1993.1,1993,1,NA,NA,NA,NA,NA
MS,1993.2,1993,2,NA,NA,NA,NA,NA
MS,1993.3,1993,3,NA,NA,NA,NA,NA
MS,1993.4,1993,4,NA,NA,NA,NA,NA
MS,1994.1,1994,1,NA,NA,NA,NA,NA
MS,1994.2,1994,2,NA,NA,NA,NA,NA
MS,1994.3,1994,3,NA,NA,NA,NA,NA
MS,1994.4,1994,4,NA,NA,NA,NA,NA
MS,1995.1,1995,1,NA,NA,NA,NA,NA
MS,1995.2,1995,2,NA,NA,NA,NA,NA
MS,1995.3,1995,3,NA,NA,NA,NA,NA
MS,1995.4,1995,4,NA,NA,NA,NA,NA
MS,1996.1,1996,1,NA,NA,NA,NA,NA
MS,1996.2,1996,2,NA,NA,NA,NA,NA
MS,1996.3,1996,3,NA,NA,NA,NA,NA
MS,1996.4,1996,4,NA,NA,NA,NA,NA
MS,1997.1,1997,1,NA,NA,NA,NA,NA
MS,1997.2,1997,2,NA,NA,NA,NA,NA
MS,1997.3,1997,3,NA,NA,NA,NA,NA
MS,1997.4,1997,4,NA,NA,NA,NA,NA
MS,1998.1,1998,1,NA,NA,NA,NA,NA
MS,1998.2,1998,2,NA,NA,NA,NA,NA
MS,1998.3,1998,3,NA,NA,NA,NA,NA
MS,1998.4,1998,4,NA,NA,NA,NA,NA
MS,1999.1,1999,1,NA,NA,NA,NA,NA
MS,1999.2,1999,2,NA,NA,NA,NA,NA
MS,1999.3,1999,3,NA,NA,NA,NA,NA
MS,1999.4,1999,4,NA,NA,NA,NA,NA
MS,2000.1,2000,1,NA,NA,NA,NA,NA
MS,2000.2,2000,2,NA,NA,NA,NA,NA
MS,2000.3,2000,3,NA,NA,NA,NA,NA
MS,2000.4,2000,4,NA,NA,NA,NA,NA
MS,2001.1,2001,1,NA,NA,NA,NA,NA
MS,2001.2,2001,2,NA,NA,NA,NA,NA
MS,2001.3,2001,3,NA,NA,NA,NA,NA
MS,2001.4,2001,4,NA,NA,NA,NA,NA
MS,2002.1,2002,1,NA,NA,NA,NA,NA
MS,2002.2,2002,2,NA,NA,NA,NA,NA
MS,2002.3,2002,3,NA,NA,NA,NA,NA
MS,2002.4,2002,4,NA,NA,NA,NA,NA
MS,2003.1,2003,1,0,0,0,NA,NA
MS,2003.2,2003,2,0,0,0,NA,NA
MS,2003.3,2003,3,0,0,0,NA,NA
MS,2003.4,2003,4,0,0,0,NA,NA
MS,2004.1,2004,1,0,0,0,NA,NA
MS,2004.2,2004,2,0,0,0,NA,NA
