st,CYQ,year,quarter,Initial_Claim,Weeks_Claimed,Weeks_Compensated,Exhaustions,Exhaustion_Rate,Exhaustion_Rate_Rank,Average_Duration,Average_Duration_Rank,IUR,IUR_Rank
AL,1992.1,1992,1,119133,606446,559861,10382,0.218003001,8719,10.98084799,9014,3.065011679,2770
AL,1992.2,1992,2,72001,473900,432605,10997,0.236935489,8302,11.19475394,8848,2.361632105,4502
AL,1992.3,1992,3,84012,454032,421520,10608,0.242400748,8168,11.25120424,8785,2.257487144,4793
AL,1992.4,1992,4,71602,376247,344822,8268,0.24670589,8053,11.19660818,8847,1.853133801,6069
AL,1993.1,1993,1,116372,465560,431177,8558,0.237333877,8292,10.41206942,9366,2.31679407,4631
AL,1993.2,1993,2,73684,378139,345078,7743,0.223937511,8578,9.86794734,9567,1.84602516,6089
AL,1993.3,1993,3,85243,412848,377356,7967,0.207816762,8916,9.596297079,9658,2.01159152,5548
AL,1993.4,1993,4,77098,385208,347520,7817,0.205246795,8961,9.446422503,9706,1.845495384,6095
AL,1994.1,1994,1,109037,491743,454336,8033,0.202117236,9013,9.973304893,9534,2.378258054,4446
AL,1994.2,1994,2,56160,357052,321893,8535,0.203586936,8996,10.12672702,9482,1.692174897,6579
AL,1994.3,1994,3,74232,368279,330714,7633,0.209491157,8883,10.02137995,9517,1.745061498,6422
AL,1994.4,1994,4,58105,317442,282652,6721,0.208605429,8904,10.168934,9465,1.486197746,7229
AL,1995.1,1995,1,96223,403058,360937,6703,0.203891522,8990,10.16959312,9464,1.913242704,5864
AL,1995.2,1995,2,60009,335487,300792,6774,0.20366481,8993,9.859845966,9571,1.559672041,7007
AL,1995.3,1995,3,92186,400938,358287,6772,0.211599115,8854,9.332569152,9734,1.852577972,6071
AL,1995.4,1995,4,98067,390458,346618,6788,0.209067289,8892,9.176721012,9789,1.779123303,6302
AL,1996.1,1996,1,126652,502537,462007,8025,0.20316944,9000,9.260254267,9758,2.300847048,4684
AL,1996.2,1996,2,67616,403463,370388,8612,0.202767855,9006,9.623100951,9649,1.816091025,6180
AL,1996.3,1996,3,77118,411259,367251,8604,0.202082085,9014,10.41409502,9364,1.852161519,6073
AL,1996.4,1996,4,73874,371600,335222,7600,0.205576178,8957,10.47734378,9325,1.656435783,6690
AL,1997.1,1997,1,101607,445841,410017,7607,0.218369051,8714,10.63269374,9245,2.012483836,5546
AL,1997.2,1997,2,62438,352405,320684,7906,0.216507161,8748,10.37404271,9375,1.566357779,6984
AL,1997.3,1997,3,75920,376634,338895,7470,0.219289566,8695,10.20520569,9454,1.671688306,6631
AL,1997.4,1997,4,71450,336258,304867,6889,0.216228737,8755,10.19162551,9459,1.473433928,7276
AL,1998.1,1998,1,103538,433907,394626,6284,0.207392287,8925,9.667193035,9637,1.919676951,5839
AL,1998.2,1998,2,62407,355199,323104,7054,0.2053729,8958,9.757910655,9603,1.54341944,7061
AL,1998.3,1998,3,75097,379473,346283,7789,0.199280156,9058,9.648493392,9641,1.651345917,6705
AL,1998.4,1998,4,81651,350087,321034,6793,0.200104639,9042,9.520401149,9683,1.50595308,7173
AL,1999.1,1999,1,94310,399289,364769,6554,0.198696035,9070,9.970423996,9536,1.732393421,6462
AL,1999.2,1999,2,57677,331400,301353,7122,0.194237088,9130,9.851420339,9575,1.407497972,7486
AL,1999.3,1999,3,68405,355420,326771,6689,0.199807241,9049,9.942769147,9549,1.517132387,7135
AL,1999.4,1999,4,65875,331347,299736,6547,0.198825311,9068,10.10695492,9485,1.403438789,7509
AL,2000.1,2000,1,87243,388612,356445,6389,0.202400321,9009,10.23497394,9439,1.667426983,6653
AL,2000.2,2000,2,55389,317015,287399,7055,0.208608624,8903,10.15996321,9467,1.33782732,7677
AL,2000.3,2000,3,75560,365325,332439,6334,0.209791046,8879,9.95668594,9544,1.542461615,7063
AL,2000.4,2000,4,82241,389305,356240,7069,0.21471588,8798,9.949176081,9547,1.633162788,6767
AL,2001.1,2001,1,109556,505799,467299,8251,0.224014295,8576,10.13415293,9478,2.150542526,5100
AL,2001.2,2001,2,82468,455526,426508,9145,0.229958263,8461,10.145832,9473,1.915021051,5859
AL,2001.3,2001,3,85487,473716,435464,9814,0.24067768,8213,10.57051563,9275,1.993236521,5608
AL,2001.4,2001,4,92630,514434,471616,9910,0.237988383,8281,10.96697521,9027,2.160924647,5071
AL,2002.1,2002,1,99748,579935,540713,10768,0.248579528,7986,11.69318735,8373,2.480770696,4152
AL,2002.2,2002,2,69113,506230,466013,12489,0.261744108,7522,12.53294652,7404,2.144311944,5119
AL,2002.3,2002,3,71022,513679,451555,12675,0.285994136,6690,12.90296851,6952,2.194743628,4960
AL,2002.4,2002,4,81585,480787,447629,11603,0.311292583,5784,13.1039912,6698,2.057632295,5398
AL,2003.1,2003,1,95539,535841,466619,10863,0.318446212,5520,12.97430377,6859,2.335612466,4577
AL,2003.2,2003,2,79032,490570,443441,11931,0.323641239,5345,12.34026996,7638,2.11337289,5218
AL,2003.3,2003,3,74846,499081,469624,12223,0.330198034,5078,12.65732711,7248,2.157746761,5082
AL,2003.4,2003,4,71650,428368,399433,11242,0.315517724,5633,12.64996943,7262,1.843419666,6102
AL,2004.1,2004,1,76025,453611,417467,10332,0.316746093,5582,13.00930974,6816,1.981844889,5646
AL,2004.2,2004,2,57260,378452,341738,9611,0.3086418,5878,13.15788538,6631,1.638290914,6744
AL,2004.3,2004,3,67419,382657,338113,8455,0.29809218,6249,12.65366146,7253,1.66333007,6674
AL,2004.4,2004,4,63560,361184,323922,7746,0.292077448,6457,11.98852805,8021,1.555942979,7023
AL,2005.1,2005,1,65311,366571,328169,7986,0.285731194,6697,11.89382601,8152,1.59104303,6893
AL,2005.2,2005,2,54124,331375,293261,7262,0.265280472,7409,11.65525477,8403,1.413117827,7468
AL,2005.3,2005,3,66049,369032,328120,7103,0.268756809,7301,11.1675743,8875,1.573781118,6960
AL,2005.4,2005,4,51270,314202,281749,7161,0.268000981,7324,11.5331204,8517,1.32552502,7706
AL,2006.1,2006,1,63377,331388,297461,7177,0.251707839,7881,11.2798275,8756,1.408054175,7484
AL,2006.2,2006,2,51781,306272,272741,6794,0.264466758,7434,11.2566749,8779,1.276361377,7846
AL,2006.3,2006,3,58390,346958,307395,6537,0.259956594,7584,11.50156252,8539,1.445266004,7358
AL,2006.4,2006,4,63678,336915,299366,6604,0.258620854,7640,11.25870975,8777,1.386080146,7546
AL,2007.1,2007,1,67580,363160,328053,6940,0.266619709,7374,11.26145912,8775,1.505020867,7175
AL,2007.2,2007,2,50322,322194,286178,7314,0.262057816,7511,11.40644968,8640,1.31611766,7736
AL,2007.3,2007,3,59509,356021,314606,6630,0.256348562,7717,11.61256559,8443,1.458317776,7321
AL,2007.4,2007,4,60675,358493,295365,6960,0.260117335,7580,11.95638203,8068,1.459661874,7316
AL,2008.1,2008,1,73997,398211,354338,7438,0.267971446,7326,11.87547009,8171,1.62613827,6789
AL,2008.2,2008,2,61234,404034,356727,7995,0.283458184,6785,11.98642604,8026,1.631355371,6774
AL,2008.3,2008,3,75288,460065,425362,10159,0.309135802,5867,12.12992426,7868,1.864178227,6035
AL,2008.4,2008,4,129921,622025,524144,9851,0.321592219,5423,11.22993846,8809,2.5004652,4089
AL,2009.1,2009,1,145582,928228,829838,13306,0.349980515,4369,11.80802101,8244,3.784473518,1660
AL,2009.2,2009,2,110335,972316,873723,21031,0.367532292,3784,13.31292872,6414,3.930502836,1472
AL,2009.3,2009,3,98562,908371,809387,26956,0.393278054,2952,14.65000241,4461,3.711905578,1746
AL,2009.4,2009,4,98721,806220,707284,22139,0.418656698,2318,16.45729588,2271,3.32699355,2307
AL,2010.1,2010,1,92340,794080,710602,20089,0.435169553,1955,17.87080675,1215,3.410303809,2167
AL,2010.2,2010,2,75260,660357,577910,19590,0.453687804,1621,17.59364161,1392,2.841588591,3266
AL,2010.3,2010,3,83309,607022,525143,16687,0.452418411,1642,16.86449874,1953,2.650341041,3716
AL,2010.4,2010,4,89144,595854,514014,14034,0.441537101,1831,16.58474528,2167,2.602225483,3839
AL,2011.1,2011,1,89137,606581,533381,15083,0.437470732,1913,16.25457679,2467,2.690521717,3626
AL,2011.2,2011,2,84068,535598,462148,13272,0.420919131,2259,15.3235077,3523,2.33592324,4576
AL,2011.3,2011,3,79281,545582,469626,12700,0.416400853,2365,15.04385071,3886,2.391878148,4406
AL,2011.4,2011,4,75889,491070,419799,11888,0.398721212,2786,14.98588033,3964,2.140271532,5131
AL,2012.1,2012,1,73790,495289,430738,11704,0.376740651,3480,14.89628744,4087,2.1919484,4975
AL,2012.2,2012,2,63012,437599,368997,10557,0.372461878,3612,14.87394884,4131,1.907520526,5877
AL,2012.3,2012,3,66514,453691,372752,9881,0.367996122,3770,14.73288489,4346,1.987506802,5626
AL,2012.4,2012,4,66657,446405,332470,9422,0.365993044,3839,14.71452037,4377,1.94307659,5757
AL,2013.1,2013,1,66703,418118,361583,9533,0.364490132,3884,15.39899185,3416,1.837128621,6117
AL,2013.2,2013,2,55409,400215,329532,9471,0.374541686,3542,15.52796806,3276,1.728823729,6469
AL,2013.3,2013,3,61354,452065,347816,9014,0.401544402,2712,15.78046142,2991,1.96458698,5690
AL,2013.4,2013,4,60068,395344,339680,9562,0.417908456,2336,15.78676698,2985,1.701248559,6555
AL,2014.1,2014,1,57177,401937,314393,8230,0.417432829,2342,15.36284544,3465,1.745642744,6418
AL,2014.2,2014,2,48305,352000,289347,8154,0.400334375,2745,15.31243033,3535,1.504993393,7176
AL,2014.3,2014,3,46885,344976,300262,8010,0.391807535,2984,15.64596359,3148,1.483862773,7238
AL,2014.4,2014,4,50158,310891,249173,6851,0.370526291,3678,15.38222975,3442,1.324736091,7709
AL,2015.1,2015,1,47489,314251,253781,6632,0.372969845,3594,15.34865066,3482,1.355558176,7630
AL,2015.2,2015,2,45099,291517,234072,5922,0.365689361,3851,14.86831506,4137,1.235062337,7971
AL,2015.3,2015,3,39733,292281,236961,5776,0.353750193,4224,14.53972353,4603,1.241377219,7956
AL,2015.4,2015,4,43336,271026,217503,5513,0.341761628,4623,14.45182811,4724,1.139108927,8221
AL,2016.1,2016,1,43056,284673,230479,5855,0.344330328,4544,14.49847761,4655,1.209855405,8038
AL,2016.2,2016,2,37457,257893,207732,5192,0.342555671,4605,14.52377853,4628,1.077191985,8358
AL,2016.3,2016,3,38792,272879,218965,5159,0.342641236,4601,14.26068313,5022,1.141405177,8212
AL,2016.4,2016,4,39185,243849,193759,4879,0.343051917,4593,14.19573595,5115,1.009190688,8500
AL,2017.1,2017,1,38149,249285,200222,4939,0.328833456,5128,14.35429311,4881,1.042686681,8418
AL,2017.2,2017,2,36055,224090,178875,4487,0.324708473,5294,14.26910185,5010,0.922379818,8659
AL,2017.3,2017,3,36013,244682,191700,4303,0.325468315,5249,13.85165592,5618,1.009651568,8496
AL,2017.4,2017,4,36876,216817,169809,4238,0.3237764,5338,13.68274613,5851,0.889048552,8737
AL,2018.1,2018,1,36921,230711,182932,4493,0.317432423,5554,13.47986358,6161,0.95285906,8598
AR,1971.1,1971,1,32297,231980,220292,4036,NA,NA,12.97667295,6855,NA,NA
AR,1971.2,1971,2,19405,146326,140757,4489,NA,NA,14.31200698,4951,NA,NA
AR,1971.3,1971,3,23147,118003,103939,3215,0.691564562,60,12.81382275,7053,NA,NA
AR,1971.4,1971,4,30693,136261,121008,2605,0.568636778,339,11.36951165,8675,NA,NA
AR,1972.1,1972,1,27679,194127,176352,3695,0.385912698,3178,10.351692,9389,NA,NA
AR,1972.2,1972,2,18210,120335,108754,3595,0.254360606,7798,9.566961774,9668,NA,NA
AR,1972.3,1972,3,19773,97539,84069,2316,0.233194561,8381,9.640542029,9642,NA,NA
AR,1972.4,1972,4,28580,120269,104829,2168,0.220842555,8644,10.3372443,9398,NA,NA
AR,1973.1,1973,1,25879,181650,165699,2880,0.215533179,8771,11.08919682,8937,NA,NA
AR,1973.2,1973,2,18950,117475,105266,3273,0.2319754,8401,11.58724519,8464,NA,NA
AR,1973.3,1973,3,21255,96412,82739,2013,0.247319548,8029,11.58643083,8465,NA,NA
AR,1973.4,1973,4,29336,112457,96920,1808,0.251316552,7889,11.45081696,8593,NA,NA
AR,1974.1,1974,1,34651,212838,189043,2884,0.252128869,7871,10.75440189,9181,NA,NA
AR,1974.2,1974,2,24800,152541,134829,3587,0.261530252,7526,10.83002108,9120,NA,NA
AR,1974.3,1974,3,32270,139822,119109,2767,0.250635324,7915,10.77388649,9165,NA,NA
AR,1974.4,1974,4,77779,267126,213812,3120,0.265797737,7396,9.750779417,9606,NA,NA
AR,1975.1,1975,1,89707,619425,557933,7161,0.331956418,4999,10.08270174,9494,9.074043935,52
AR,1975.2,1975,2,69108,553997,490218,13071,0.387763888,3114,11.85673077,8191,7.826690147,99
AR,1975.3,1975,3,45458,363526,317695,12064,0.348147493,4420,13.09430772,6705,5.066280607,678
AR,1975.4,1975,4,55384,295357,253355,8184,0.347527473,4441,14.34940314,4889,4.255491125,1173
AR,1976.1,1976,1,49709,341078,319566,7529,0.338602585,4742,16.05938383,2669,5.245947932,586
AR,1976.2,1976,2,44397,232147,217159,7126,0.309311332,5859,14.71813302,4366,3.47696747,2084
AR,1976.3,1976,3,51180,218201,192025,5765,0.332670412,4970,12.93332543,6908,3.158561827,2601
AR,1976.4,1976,4,66826,266151,227163,4902,0.336433449,4821,11.96566443,8058,3.844362754,1585
AR,1977.1,1977,1,59110,357961,321068,6215,0.316160978,5606,11.63931337,8418,5.195066239,611
AR,1977.2,1977,2,37735,245890,189925,5841,0.28443571,6744,11.56984713,8483,3.419770778,2153
AR,1977.3,1977,3,35781,209772,151487,4216,0.257412743,7680,11.78990962,8268,2.845919684,3251
AR,1977.4,1977,4,60759,247243,181626,3616,0.247372414,8026,12.05796812,7959,3.383633316,2217
AR,1978.1,1978,1,69980,394036,297028,5107,0.248880172,7977,11.40929644,8638,5.457931985,488
AR,1978.2,1978,2,44269,240023,172162,4802,0.253428376,7832,10.95368967,9036,3.144108865,2630
AR,1978.3,1978,3,38447,224547,156372,3597,0.238212502,8274,10.65650991,9234,2.872817867,3180
AR,1978.4,1978,4,64470,274186,208989,3737,0.235415387,8337,10.26874285,9428,3.520791451,2009
AR,1979.1,1979,1,63553,442079,359170,5937,0.238600058,8262,10.6255836,9250,5.059599905,682
AR,1979.2,1979,2,43890,267681,213135,5462,0.230500425,8445,10.87186801,9092,2.909482794,3095
AR,1979.3,1979,3,44440,238877,182069,4184,0.228937078,8477,11.11940488,8909,2.602325978,3838
AR,1979.4,1979,4,63133,294492,227007,3915,0.226071631,8533,11.47894589,8562,3.172783608,2581
AR,1980.1,1980,1,64923,467964,386169,6453,0.231007179,8431,12.03777099,7980,5.154131966,629
AR,1980.2,1980,2,86401,431918,346688,7815,0.261620699,7525,11.33207304,8715,4.583322854,921
AR,1980.3,1980,3,74189,441514,362251,8271,0.315800783,5622,11.69382015,8372,4.741137281,818
AR,1980.4,1980,4,86335,412446,327645,8016,0.303215243,6070,12.07001485,7941,4.349931294,1091
AR,1981.1,1981,1,67159,492611,406579,8921,0.292081266,6455,12.33124845,7650,5.33924474,537
AR,1981.2,1981,2,53651,352944,287303,8146,0.282960764,6803,13.24341551,6513,3.79807847,1643
AR,1981.3,1981,3,56623,312112,243774,6600,0.270718515,7231,13.26923319,6468,3.440881837,2127
AR,1981.4,1981,4,102719,406602,315096,5910,0.283065998,6798,12.22554894,7764,4.371903273,1062
AR,1982.1,1982,1,88388,583021,486423,7775,0.298156382,6246,11.95003318,8079,6.384269464,240
AR,1982.2,1982,2,68940,448929,375709,9959,0.2951498,6352,12.25413717,7730,4.825201207,785
AR,1982.3,1982,3,74714,433523,350845,9009,0.292815252,6425,12.43012861,7521,4.7477517,816
AR,1982.4,1982,4,95495,495637,399574,8962,0.307905244,5901,13.33833212,6379,5.365359555,526
AR,1983.1,1983,1,73843,598117,504116,10983,0.316538277,5587,13.90874499,5531,6.730565272,194
AR,1983.2,1983,2,46574,385123,325649,11417,0.333931644,4926,14.34730974,4894,4.260238453,1171
AR,1983.3,1983,3,46754,288225,230714,7803,0.334143844,4910,14.48695229,4673,3.246789089,2438
AR,1983.4,1983,4,59880,291920,229278,5567,0.324774374,5284,14.50501586,4651,3.239987969,2446
AR,1984.1,1984,1,54411,393953,321835,6033,0.305802508,5970,13.8798847,5579,4.453227115,1000
AR,1984.2,1984,2,43185,273357,224757,5837,0.283857037,6765,12.8454716,7018,2.975683837,2932
AR,1984.3,1984,3,51200,252918,200511,4792,0.278593809,6963,12.36692379,7604,2.751524355,3482
AR,1984.4,1984,4,76286,331887,266324,4400,0.268781664,7300,11.69199442,8374,3.511983805,2032
AR,1985.1,1985,1,67648,456214,380563,5946,0.265671112,7400,11.61862396,8437,4.850307951,781
AR,1985.2,1985,2,50778,317149,266631,6952,0.254854229,7779,11.87031433,8182,3.253855829,2424
AR,1985.3,1985,3,51293,274849,217777,4906,0.240618125,8215,11.92217304,8113,2.853745553,3224
AR,1985.4,1985,4,77632,343256,270366,4342,0.235972296,8331,11.87392277,8178,3.485215684,2065
AR,1986.1,1986,1,61954,421978,353179,5006,0.223479819,8586,11.97942436,8041,4.382077697,1052
AR,1986.2,1986,2,50190,306945,260572,6396,0.215968039,8761,11.81326386,8238,3.078481649,2748
AR,1986.3,1986,3,52241,295936,241125,5279,0.227305164,8509,11.95260351,8074,3.006256703,2877
AR,1986.4,1986,4,79979,361004,290028,4826,0.230573781,8442,11.93006002,8103,3.60647572,1883
AR,1987.1,1987,1,58847,444140,378655,6394,0.243196448,8152,12.16611227,7820,4.498131788,973
AR,1987.2,1987,2,44979,315503,269470,6672,0.241445065,8191,12.39492548,7574,3.107696366,2694
AR,1987.3,1987,3,42007,277681,226900,5838,0.246673597,8054,12.61617179,7302,2.769859591,3443
AR,1987.4,1987,4,66863,312770,248305,5159,0.252916693,7847,12.76787034,7108,3.055955337,2784
AR,1988.1,1988,1,55416,413239,345855,5770,0.253817166,7816,12.65909038,7245,4.112011283,1297
AR,1988.2,1988,2,44538,297813,246897,5835,0.256896375,7697,12.47016032,7479,2.860654368,3205
AR,1988.3,1988,3,43476,266814,211289,4902,0.251503262,7886,12.28744571,7700,2.582372439,3882
AR,1988.4,1988,4,63401,303970,240136,4289,0.242827618,8156,12.49852772,7445,2.847483209,3247
AR,1989.1,1989,1,53267,406016,329798,5678,0.241744897,8185,12.41046317,7547,3.880802503,1538
AR,1989.2,1989,2,45645,289248,237377,5710,0.24632529,8065,12.34981025,7624,2.674414648,3663
AR,1989.3,1989,3,46549,267624,212534,4803,0.247214611,8036,12.35277374,7620,2.50190033,4085
AR,1989.4,1989,4,66927,305017,240319,4148,0.246596103,8057,12.2323116,7753,2.780930083,3411
AR,1990.1,1990,1,57280,420146,350192,5158,0.240055717,8229,12.30482295,7677,3.881812535,1536
AR,1990.2,1990,2,49785,305280,254932,5856,0.239422939,8239,12.32728607,7655,2.744449811,3500
AR,1990.3,1990,3,51018,281971,223718,5025,0.238746836,8259,12.11857183,7888,2.561335069,3937
AR,1990.4,1990,4,79238,356958,284813,4924,0.244255686,8121,12.1902776,7802,3.15420217,2613
AR,1991.1,1991,1,66091,501621,419620,6516,0.25300085,7843,11.97694878,8045,4.479598453,980
AR,1991.2,1991,2,52674,383672,321149,7690,0.264405184,7437,12.22132006,7771,3.339288266,2288
AR,1991.3,1991,3,51970,350465,281726,7176,0.266308969,7383,12.69465241,7201,3.082592799,2741
AR,1991.4,1991,4,78801,403468,313263,7389,0.281453293,6856,12.94163582,6901,3.483206849,2070
AR,1992.1,1992,1,70993,531516,431927,9969,0.312912091,5727,13.03826178,6780,4.696445565,839
AR,1992.2,1992,2,49081,379159,311099,10364,0.338113047,4762,13.09378884,6707,3.271775255,2396
AR,1992.3,1992,3,50746,351740,277825,8556,0.350874817,4333,12.91344665,6939,3.069216441,2763
AR,1992.4,1992,4,68022,369244,293602,7595,0.357031716,4113,13.15479074,6635,3.137240641,2644
AR,1993.1,1993,1,55012,433732,356554,8337,0.337347065,4793,13.58908557,5998,3.729208745,1723
AR,1993.2,1993,2,44315,330981,270697,8756,0.332699506,4968,13.57121993,6025,2.760932481,3462
AR,1993.3,1993,3,41447,292968,230408,7244,0.350200698,4360,13.53596623,6075,2.48404484,4145
AR,1993.4,1993,4,60373,323924,246906,6231,0.34608548,4479,13.5949808,5990,2.664924516,3690
AR,1994.1,1994,1,57003,411123,352920,7394,0.348316324,4415,13.31588814,6409,3.423413791,2147
AR,1994.2,1994,2,41911,297875,236364,8380,0.359996554,4012,12.98259409,6850,2.409870831,4351
AR,1994.3,1994,3,40343,264710,205611,6407,0.343646436,4572,12.90156037,6955,2.158492077,5078
AR,1994.4,1994,4,64232,297395,217942,5557,0.33762598,4784,12.44883235,7501,2.354888261,4515
AR,1995.1,1995,1,51273,395968,304667,6410,0.331318885,5033,12.15652766,7831,3.180473527,2569
AR,1995.2,1995,2,47690,305810,232359,6510,0.305850541,5967,11.74948321,8316,2.372099131,4467
AR,1995.3,1995,3,52687,313580,230134,5755,0.305392768,5986,11.46187141,8588,2.440542233,4287
AR,1995.4,1995,4,73445,349059,257041,5586,0.296752492,6296,11.53418471,8515,2.651184442,3713
AR,1996.1,1996,1,68002,482827,377911,7411,0.293928746,6395,11.44006046,8609,3.697621616,1760
AR,1996.2,1996,2,49032,361214,277190,7412,0.294649594,6372,11.87532878,8172,2.710965875,3582
AR,1996.3,1996,3,45692,325929,243478,6790,0.283529657,6782,12.14230927,7848,2.468319488,4191
AR,1996.4,1996,4,74721,368965,268000,6095,0.288057886,6609,12.12445826,7875,2.727654124,3539
AR,1997.1,1997,1,58992,467170,361969,6661,0.283252603,6791,12.10890933,7897,3.509705349,2038
AR,1997.2,1997,2,47305,339713,260387,6814,0.27396406,7122,12.05475403,7965,2.497032453,4101
AR,1997.3,1997,3,47654,321461,243077,5767,0.266637902,7373,12.20188395,7791,2.395500473,4395
AR,1997.4,1997,4,58006,346867,258397,5518,0.263244628,7474,12.36105459,7610,2.52972786,4017
AR,1998.1,1998,1,51540,413739,325083,5920,0.258574658,7644,12.64594192,7267,3.073560828,2756
AR,1998.2,1998,2,35794,302736,236282,6492,0.260644324,7561,12.65179092,7257,2.188867631,4987
AR,1998.3,1998,3,48114,307766,242157,6482,0.284018987,6759,12.38100735,7588,2.249740115,4809
AR,1998.4,1998,4,68420,338357,253713,5298,0.287976002,6611,12.35852806,7612,2.413966715,4342
AR,1999.1,1999,1,51388,400729,314461,6293,0.286405503,6670,12.61739602,7301,2.912768779,3089
AR,1999.2,1999,2,43884,309229,239303,6814,0.290916105,6499,12.58750165,7343,2.199990396,4944
AR,1999.3,1999,3,43729,295484,222525,5929,0.293357444,6414,12.79982602,7067,2.13166696,5161
AR,1999.4,1999,4,56305,294828,221365,5305,0.291904014,6467,12.95974331,6879,2.082148788,5318
