st,CYQ,year,quarter,Civlian_Labor_Force,Covered_Employment,Sub_Employer,TUR,TUR_Rank,Total_Unemployment
CT,1991.3,1991,3,1851.919333,1513.276,93.917,6.721621064,2896,124.479
CT,1991.4,1991,4,1823.313333,1529.552,93.865,6.579048399,3079,119.9566667
CT,1992.1,1992,1,1817.586333,1505.543,94.308,7.761960505,1773,141.0803333
CT,1992.2,1992,2,1836.09,1514.449,94.639,7.40295955,2092,135.925
CT,1992.3,1992,3,1846.827,1465.649,92.174,7.25512821,2259,133.9896667
CT,1992.4,1992,4,1806.573667,1490.042,92.427,6.743686622,2868,121.8296667
CT,1993.1,1993,1,1790.593667,1474.498,93.052,7.296723377,2214,130.6546667
CT,1993.2,1993,2,1808.688333,1496.992,90.719,6.717777985,2899,121.5036667
CT,1993.3,1993,3,1814.492333,1468.122,91.165,6.133653178,3699,111.2946667
CT,1993.4,1993,4,1772.789,1491.152,91.757,5.305801574,5071,94.06066667
CT,1994.1,1994,1,1758.380667,1477.27,93.085,6.061505074,3787,106.5843333
CT,1994.2,1994,2,1769.491667,1510.3,93.371,5.525767758,4689,97.778
CT,1994.3,1994,3,1783.253667,1468.409,91.8,5.491721967,4737,97.93133333
CT,1994.4,1994,4,1757.041,1509.055,92.451,4.868507147,5905,85.54166667
CT,1995.1,1995,1,1744.468667,1497.839,93.291,5.696003712,4373,99.365
CT,1995.2,1995,2,1753.46,1531.779,92.017,5.419209259,4852,95.02366667
CT,1995.3,1995,3,1765.761,1500.637,92.537,5.325541414,5038,94.03633333
CT,1995.4,1995,4,1736.549333,1529.235,93.135,4.657896272,6289,80.88666667
CT,1996.1,1996,1,1728.852667,1507.61,94.258,5.686661559,4391,98.314
CT,1996.2,1996,2,1751.851333,1542.69,92.704,5.285437082,5113,92.593
CT,1996.3,1996,3,1772.425333,1507.724,92.937,5.205165201,5274,92.25766667
CT,1996.4,1996,4,1757.963,1551.221,92.941,5.082852521,5514,89.35466667
CT,1997.1,1997,1,1749.685,1530.509,93.773,5.767895364,4267,100.92
CT,1997.2,1997,2,1770.524333,1580.241,94.079,5.199175461,5285,92.05266667
CT,1997.3,1997,3,1775.790667,1543.3,94.262,4.616291109,6346,81.97566667
CT,1997.4,1997,4,1743.412667,1580.271,94.289,3.712163768,7765,64.71833333
CT,1998.1,1998,1,1727.660667,1565.973,94.941,4.040376756,7320,69.804
CT,1998.2,1998,2,1743.002,1603.282,94.653,3.390663541,8088,59.09933333
CT,1998.3,1998,3,1757.368,1571.479,94.503,3.166326006,8297,55.644
CT,1998.4,1998,4,1738.531333,1609.075,94.517,2.455501713,8714,42.68966667
CT,1999.1,1999,1,1729.169667,1596.863,94.789,2.941180439,8468,50.858
CT,1999.2,1999,2,1741.227,1631.448,94.848,2.513342603,8690,43.763
CT,1999.3,1999,3,1750.369,1600.775,95.129,2.428345109,8726,42.505
CT,1999.4,1999,4,1747.812,1638.312,95.351,2.90404994,8494,50.75733333
CT,2000.1,2000,1,1732.518333,1625.505,96.015,2.814207834,8542,48.75666667
CT,2000.2,2000,2,1742.881667,1654.813,96.167,2.33601631,8746,40.714
CT,2000.3,2000,3,1745.186667,1625.154,96.667,2.218177234,8770,38.71133333
CT,2000.4,2000,4,1726.735333,1661.02,96.344,1.648274219,8788,28.46133333
CT,2001.1,2001,1,1735.175,1647.103,96.649,3.031644263,8398,52.60433333
CT,2001.2,2001,2,1758.733667,1671.876,96.876,3.152305987,8307,55.44066667
CT,2001.3,2001,3,1772.650667,1630.57,96.966,3.320827266,8165,58.86666667
CT,2001.4,2001,4,1752.798,1656.33,96.916,2.981594761,8429,52.26133333
CT,2002.1,2002,1,1748.895333,1632.911,96.666,4.029171938,7341,70.466
CT,2002.2,2002,2,1777.387333,1656.218,96.558,4.191770618,7097,74.504
CT,2002.3,2002,3,1799.634667,1617.518,96.692,4.582911643,6396,82.47566667
CT,2002.4,2002,4,1790.059,1645.591,96.677,4.733568372,6153,84.73366667
CT,2003.1,2003,1,1783.056333,1614.533,96.536,5.813912404,4177,103.6653333
CT,2003.2,2003,2,1802.328,1633.949,96.326,5.607229465,4559,101.0606667
CT,2003.3,2003,3,1804.993667,1591.894,96.484,5.547406353,4656,100.1303333
CT,2003.4,2003,4,1789.622667,1617.764,95.969,4.90131253,5837,87.715
CT,2004.1,2004,1,1780.101667,1588.975,96.006,5.5291224,4685,98.424
CT,2004.2,2004,2,1794.936,1622.192,97.148,4.985080248,5699,89.479
CT,2004.3,2004,3,1804.693,1584.721,96.318,4.839327243,5958,87.335
CT,2004.4,2004,4,1788.604,1623.062,97.311,4.340610517,6870,77.63633333
CT,2005.1,2005,1,1782.615,1602.131,97.584,5.305127579,5072,94.57
CT,2005.2,2005,2,1811.640667,1634.532,97.545,4.939850103,5771,89.49233333
CT,2005.3,2005,3,1827.850667,1598.707,97.006,4.896497745,5849,89.50066667
CT,2005.4,2005,4,1812.943667,1640.557,98.067,4.418339161,6737,80.102
CT,2006.1,2006,1,1800.908667,1614.871,97.32,4.844054649,5952,87.237
CT,2006.2,2006,2,1821.691,1643.498,98.09,4.275478113,6977,77.886
CT,2006.3,2006,3,1846.995333,1624.874,98.774,4.59712405,6371,84.90866667
CT,2006.4,2006,4,1837.671667,1664.008,99.042,3.986784001,7399,73.264
CT,2007.1,2007,1,1825.522333,1646.151,99.544,4.805638277,6028,87.728
CT,2007.2,2007,2,1841.521667,1674.728,99.366,4.405034605,6762,81.11966667
CT,2007.3,2007,3,1861.766,1638.208,99.479,4.652625518,6293,86.621
CT,2007.4,2007,4,1853.969,1676.729,99.365,4.52060777,6516,83.81066667
CT,2008.1,2008,1,1848.387,1659.665,100.299,5.384171893,4915,99.52033333
CT,2008.2,2008,2,1871.753333,1691.276,99.209,5.193472787,5294,97.209
CT,2008.3,2008,3,1894.678,1657.125,99.272,5.912508616,4026,112.023
CT,2008.4,2008,4,1881.415667,1687.987,99.084,5.942564172,3969,111.8043333
CT,2009.1,2009,1,1873.771667,1657.793,98.65,7.818081712,1720,146.493
CT,2009.2,2009,2,1903.144,1670.822,98.307,8.066967082,1531,153.526
CT,2009.3,2009,3,1917.340333,1603.063,98.187,8.529297789,1231,163.5356667
CT,2009.4,2009,4,1892.379667,1608.152,97.837,8.384346411,1318,158.6636667
CT,2010.1,2010,1,1882.141333,1575.26,97.186,9.422583214,772,177.3463333
CT,2010.2,2010,2,1914.445,1597.888,97.218,8.948111158,997,171.3066667
CT,2010.3,2010,3,1934.969,1540.978,97.094,9.231930847,855,178.635
CT,2010.4,2010,4,1915.292333,1585.194,96.908,8.863503343,1034,169.762
CT,2011.1,2011,1,1906.725333,1572.649,96.425,9.580177253,724,182.6676667
CT,2011.2,2011,2,1921.177333,1606.46,96.353,8.897096433,1023,170.929
CT,2011.3,2011,3,1927.867,1565.098,97.311,8.818191296,1055,170.003
CT,2011.4,2011,4,1903.327333,1606.141,96.476,7.966645079,1606,151.6313333
CT,2012.1,2012,1,1886.523,1589.026,96.319,8.597456803,1195,162.193
CT,2012.2,2012,2,1895.055333,1617.366,96.742,8.313829359,1362,157.5516667
CT,2012.3,2012,3,1897.700333,1586.052,96.918,8.654720863,1157,164.2406667
CT,2012.4,2012,4,1870.396,1619.941,97.278,7.82390467,1711,146.338
CT,2013.1,2013,1,1847.450667,1602.014,97.437,8.51676328,1237,157.343
CT,2013.2,2013,2,1868.333333,1634.623,97.806,7.874397859,1678,147.12
CT,2013.3,2013,3,1880.132667,1592.767,98.212,7.850616215,1687,147.602
CT,2013.4,2013,4,1857.432667,1636.782,98.618,7.011164873,2525,130.2276667
CT,2014.1,2014,1,1866.834333,1619.998,98.621,7.472007425,2023,139.49
CT,2014.2,2014,2,1893.562,1641.835,98.859,6.599502243,3049,124.9656667
CT,2014.3,2014,3,1909.487667,1603.619,99.268,6.561410975,3099,125.2893333
CT,2014.4,2014,4,1899.918,1648.978,99.534,5.838690582,4136,110.9303333
CT,2015.1,2015,1,1899.240333,1633.776,99.576,6.395679957,3318,121.4693333
CT,2015.2,2015,2,1908.874333,1658.328,99.964,5.685235435,4397,108.524
CT,2015.3,2015,3,1897.892667,1618.161,100.417,5.634143694,4504,106.93
CT,2015.4,2015,4,1877.318333,1659.24,100.759,5.149206625,5384,96.667
CT,2016.1,2016,1,1884.674333,1637.401,100.839,5.872491145,4085,110.6773333
CT,2016.2,2016,2,1908.342667,1665.622,101.598,5.224550867,5232,99.70233333
CT,2016.3,2016,3,1920.403667,1625.155,101.613,5.104412944,5463,98.02533333
CT,2016.4,2016,4,1904.802,1660.68,101.855,4.384690202,6797,83.51966667
CT,2017.1,2017,1,1918.501667,1643.8,101.813,5.336647262,5017,102.3836667
CT,2017.2,2017,2,1931.378333,1665.216,102.937,4.717701607,6190,91.11666667
CT,2017.3,2017,3,1924.964333,1628.755,103.032,4.590682459,6382,88.369
CT,2017.4,2017,4,1899.461667,1664.355,103.444,4.053955638,7306,77.00333333
CT,2018.1,2018,1,1892.325333,1645.124,103.653,5.013672772,5651,94.875
DC,1971.1,1971,1,NA,NA,NA,NA,NA,NA
DC,1971.2,1971,2,NA,NA,NA,NA,NA,NA
DC,1971.3,1971,3,NA,NA,NA,NA,NA,NA
DC,1971.4,1971,4,NA,NA,NA,NA,NA,NA
DC,1972.1,1972,1,NA,NA,NA,NA,NA,NA
DC,1972.2,1972,2,NA,NA,NA,NA,NA,NA
DC,1972.3,1972,3,NA,NA,NA,NA,NA,NA
DC,1972.4,1972,4,NA,NA,NA,NA,NA,NA
DC,1973.1,1973,1,NA,NA,NA,NA,NA,NA
DC,1973.2,1973,2,NA,NA,NA,NA,NA,NA
DC,1973.3,1973,3,NA,NA,NA,NA,NA,NA
DC,1973.4,1973,4,NA,NA,NA,NA,NA,NA
DC,1974.1,1974,1,NA,NA,NA,NA,NA,NA
DC,1974.2,1974,2,NA,NA,NA,NA,NA,NA
DC,1974.3,1974,3,NA,355.455,NA,NA,NA,NA
DC,1974.4,1974,4,NA,364.378,NA,NA,NA,NA
DC,1975.1,1975,1,NA,371.331,NA,NA,NA,NA
DC,1975.2,1975,2,NA,361.071,NA,NA,NA,NA
DC,1975.3,1975,3,NA,351.611,NA,NA,NA,NA
DC,1975.4,1975,4,NA,359.517,NA,NA,NA,NA
DC,1976.1,1976,1,338.2046667,366.728,NA,9.895487348,644,33.467
DC,1976.2,1976,2,336.6513333,352.552,NA,8.837630229,1045,29.752
DC,1976.3,1976,3,338.7766667,350.454,NA,9.197603141,868,31.15933333
DC,1976.4,1976,4,330.3376667,351.448,NA,8.946704029,998,29.55433333
DC,1977.1,1977,1,326.5676667,356.574,NA,9.152467636,891,29.889
DC,1977.2,1977,2,328,343.788,NA,8.327337398,1351,27.31366667
DC,1977.3,1977,3,331.0896667,344.434,NA,8.592435685,1199,28.44866667
DC,1977.4,1977,4,329.449,353.721,NA,7.928591881,1638,26.12066667
DC,1978.1,1978,1,327.923,357.002,NA,7.701909696,1825,25.25633333
DC,1978.2,1978,2,332.0216667,354.394,NA,7.227941952,2293,23.99833333
DC,1978.3,1978,3,338.4953333,352.251,NA,7.465194006,2026,25.26933333
DC,1978.4,1978,4,331.5076667,366.796,NA,6.833828881,2757,22.65466667
DC,1979.1,1979,1,327.2576667,378.657,NA,7.365551915,2134,24.10433333
DC,1979.2,1979,2,326.1316667,368.155,NA,6.615630701,3025,21.57566667
DC,1979.3,1979,3,334.848,368.109,NA,6.560090947,3104,21.96633333
DC,1979.4,1979,4,327.262,384.059,NA,6.354643476,3378,20.79633333
DC,1980.1,1980,1,322.516,397.872,NA,6.745298424,2864,21.75466667
DC,1980.2,1980,2,324.0493333,385.393,NA,7.001608809,2537,22.68866667
DC,1980.3,1980,3,327.514,383.629,NA,7.646594242,1881,25.04366667
DC,1980.4,1980,4,314.0383333,375.832,NA,7.642591403,1884,24.00066667
DC,1981.1,1981,1,309.8203333,369.671,NA,8.517517142,1234,26.389
DC,1981.2,1981,2,309.3973333,373.156,NA,8.830177377,1047,27.32033333
DC,1981.3,1981,3,310.8293333,369.323,17.107,9.111538165,904,28.32133333
DC,1981.4,1981,4,303.788,372.88,18.698,9.440026159,766,28.67766667
DC,1982.1,1982,1,301.6313333,367.262,18.92,10.26761146,543,30.97033333
DC,1982.2,1982,2,307.25,371.752,18.733,10.55937076,451,32.44366667
DC,1982.3,1982,3,315.571,364.83,18.975,10.62676862,433,33.535
DC,1982.4,1982,4,309.4903333,368.928,18.598,11.0991081,348,34.35066667
DC,1983.1,1983,1,307.0336667,362.283,18.85,11.47680873,286,35.23766667
DC,1983.2,1983,2,312.703,366.466,19.129,11.18100349,332,34.96333333
DC,1983.3,1983,3,320.669,360.11,19.235,10.91572099,372,35.00333333
DC,1983.4,1983,4,312.4633333,368.432,19.915,10.39108589,495,32.46833333
DC,1984.1,1984,1,309.8396667,371.718,20.269,9.798078361,672,30.35833333
DC,1984.2,1984,2,318.3453333,373.663,20.072,8.900816304,1021,28.33533333
DC,1984.3,1984,3,329.785,374.369,20.135,8.81624897,1059,29.07466667
DC,1984.4,1984,4,324.3623333,382.381,20.154,8.026620436,1562,26.03533333
DC,1985.1,1985,1,320.9833333,381.315,20.036,8.368658809,1324,26.862
DC,1985.2,1985,2,321.384,391.465,20.754,8.27338428,1388,26.58933333
DC,1985.3,1985,3,327.1733333,390.729,20.562,8.223265955,1427,26.90433333
DC,1985.4,1985,4,318.1586667,396.423,20.079,7.252251497,2262,23.07366667
DC,1986.1,1986,1,316.8536667,399.501,20.175,7.327883218,2173,23.21866667
DC,1986.2,1986,2,320.5046667,405.681,19.989,7.420796785,2071,23.784
DC,1986.3,1986,3,329.056,402.504,19.956,7.497811923,2001,24.672
DC,1986.4,1986,4,322.462,411.145,20.059,6.966505614,2575,22.46433333
DC,1987.1,1987,1,323.3693333,410.949,20.032,6.955617313,2593,22.49233333
DC,1987.2,1987,2,330.0363333,416.09,20.035,6.172552719,3631,20.37166667
DC,1987.3,1987,3,335.732,413.274,20.143,6.184794221,3615,20.76433333
DC,1987.4,1987,4,327.429,424.404,19.924,5.359228006,4962,17.54766667
DC,1988.1,1988,1,327.5356667,424.759,21.396,5.592062747,4583,18.316
DC,1988.2,1988,2,332.8433333,436.704,21.521,5.132344546,5412,17.08266667
DC,1988.3,1988,3,335.909,433.288,21.606,5.068138494,5546,17.02433333
DC,1988.4,1988,4,323.6273333,441.965,21.524,4.48818703,6599,14.525
DC,1989.1,1989,1,317.3526667,440.747,21.446,4.966399106,5725,15.761
DC,1989.2,1989,2,317.5316667,449.187,21.819,5.204205355,5277,16.525
DC,1989.3,1989,3,319.2326667,443.083,21.603,5.099624307,5477,16.27966667
DC,1989.4,1989,4,311.078,450.441,21.198,4.962421001,5735,15.437
DC,1990.1,1990,1,332.3893333,449.603,21.235,5.330796817,5027,17.719
DC,1990.2,1990,2,332.835,452.518,21.045,5.700321981,4359,18.97266667
DC,1990.3,1990,3,335.0643333,448.96,21.11,6.3693241,3358,21.34133333
DC,1990.4,1990,4,326.5136667,454.421,20.865,6.558990384,3107,21.416
DC,1991.1,1991,1,320.6853333,448.398,20.852,7.122558354,2410,22.841
DC,1991.2,1991,2,323.5903333,447.978,20.599,7.48786274,2010,24.23
DC,1991.3,1991,3,327.3176667,435.582,20.31,8.023296431,1567,26.26166667
DC,1991.4,1991,4,318.7413333,438.247,20.255,8.060454454,1536,25.692
DC,1992.1,1992,1,319.0076667,429.92,20.253,8.808565729,1060,28.1
DC,1992.2,1992,2,320.0413333,430.18,20.302,8.301219426,1368,26.56733333
DC,1992.3,1992,3,319.757,422.907,21.976,8.596215251,1197,27.487
DC,1992.4,1992,4,310.497,429.299,21.818,8.61060386,1182,26.73566667
DC,1993.1,1993,1,312.2016667,422.787,21.741,9.164375591,887,28.61133333
DC,1993.2,1993,2,314.6636667,427.954,21.605,8.360037331,1331,26.306
DC,1993.3,1993,3,319.0383333,421.66,22.282,8.456246115,1274,26.97866667
DC,1993.4,1993,4,311.291,426.787,22.162,7.830829246,1706,24.37666667
DC,1994.1,1994,1,308.74,423.378,22.464,8.97745676,979,27.717
DC,1994.2,1994,2,311.6843333,429.555,22.563,7.773142271,1761,24.22766667
DC,1994.3,1994,3,314.2516667,418.001,21.829,8.006640113,1577,25.161
DC,1994.4,1994,4,305.72,426.846,23.145,7.34746391,2150,22.46266667
DC,1995.1,1995,1,301.0976667,426.409,22.848,8.306385636,1366,25.01033333
DC,1995.2,1995,2,300.967,428.817,23.144,8.663519035,1152,26.07433333
DC,1995.3,1995,3,302.3926667,417.888,23.268,8.971557952,983,27.12933333
DC,1995.4,1995,4,293.5046667,424.081,24.161,8.413154135,1303,24.693
DC,1996.1,1996,1,290.778,419.714,24.256,8.89452893,1026,25.86333333
DC,1996.2,1996,2,288.7296667,417.832,24.949,8.444577338,1282,24.382
DC,1996.3,1996,3,294.2286667,409.299,24.103,8.696297438,1138,25.587
DC,1996.4,1996,4,288.2583333,411.03,23.409,8.057009049,1540,23.225
DC,1997.1,1997,1,285.9356667,420.347,23.812,8.802912543,1066,25.17066667
DC,1997.2,1997,2,283.8,412.554,23.97,7.999412732,1582,22.70233333
DC,1997.3,1997,3,291.002,395.301,24.189,8.467066664,1262,24.63933333
DC,1997.4,1997,4,285.4526667,408.28,24.116,7.890041314,1670,22.52233333
DC,1998.1,1998,1,290.025,418.79,24.471,8.895440048,1024,25.799
DC,1998.2,1998,2,294.4686667,406.216,24.631,7.776152754,1757,22.89833333
DC,1998.3,1998,3,297.2946667,412.106,24.911,8.229881913,1423,24.467
DC,1998.4,1998,4,293.4906667,415.48,25.181,7.20590774,2324,21.14866667
DC,1999.1,1999,1,300.3763333,413.905,25.986,7.379298635,2126,22.16566667
DC,1999.2,1999,2,307.741,413.076,26.305,6.404519818,3303,19.70933333
DC,1999.3,1999,3,314.561,419.049,26.492,6.642060946,2989,20.89333333
DC,1999.4,1999,4,309.6633333,423.61,26.558,5.653882173,4455,17.508
DC,2000.1,2000,1,307.4496667,435.418,26.432,6.004668515,3869,18.46133333
DC,2000.2,2000,2,307.1463333,447.226,26.264,5.280110783,5126,16.21766667
DC,2000.3,2000,3,312.9746667,438.198,26.078,5.984829443,3904,18.731
DC,2000.4,2000,4,310.1146667,451.883,26.157,5.35651329,4967,16.61133333
DC,2001.1,2001,1,309.3746667,455.621,26.497,6.226215463,3559,19.26233333
DC,2001.2,2001,2,303.646,469.333,26.816,5.875043087,4079,17.83933333
DC,2001.3,2001,3,308.8546667,446.168,26.287,6.703152723,2910,20.703
DC,2001.4,2001,4,301.39,452.187,26.312,6.259663559,3497,18.866
DC,2002.1,2002,1,304.761,453.734,26.452,7.003958293,2535,21.34533333
DC,2002.2,2002,2,305.7923333,456.451,26.343,6.659530378,2972,20.36433333
DC,2002.3,2002,3,308.769,449.503,26.317,6.721637643,2895,20.75433333
DC,2002.4,2002,4,301.5223333,458.999,26.503,6.606807456,3038,19.921
DC,2003.1,2003,1,304.1083333,459.678,26.726,7.008248157,2528,21.31266667
DC,2003.2,2003,2,307.8796667,463.251,27.004,7.074300674,2472,21.78033333
DC,2003.3,2003,3,310.1286667,454.064,26.985,7.078352426,2467,21.952
DC,2003.4,2003,4,305.5113333,458.158,26.633,6.919328688,2636,21.13933333
DC,2004.1,2004,1,307.812,459.813,27.056,7.32633339,2178,22.55133333
DC,2004.2,2004,2,309.248,462.666,27.212,7.344159596,2154,22.71166667
DC,2004.3,2004,3,315.1936667,458.076,27.242,7.670099124,1861,24.17566667
DC,2004.4,2004,4,314.894,468.793,27.424,7.659720414,1870,24.12
DC,2005.1,2005,1,316.424,469.081,27.883,7.208998053,2317,22.811
DC,2005.2,2005,2,318.3606667,471.674,27.701,6.75188099,2857,21.49533333
DC,2005.3,2005,3,322.47,466.354,27.676,6.14403407,3679,19.81266667
DC,2005.4,2005,4,316.633,477.341,27.656,5.978635623,3919,18.93033333
DC,2006.1,2006,1,317.545,475.292,27.794,5.696935342,4370,18.09033333
DC,2006.2,2006,2,320.83,476.288,28.218,5.705929412,4349,18.30633333
DC,2006.3,2006,3,325.8913333,470.379,28.465,6.00752398,3863,19.578
DC,2006.4,2006,4,324.5323333,478.405,27.341,5.441163027,4817,17.65833333
DC,2007.1,2007,1,322.6033333,480.539,27.251,5.5270146,4687,17.83033333
DC,2007.2,2007,2,323.8883333,484.759,28.132,5.292873573,5103,17.143
DC,2007.3,2007,3,328.3186667,480.25,27.608,5.643602354,4482,18.529
DC,2007.4,2007,4,328.0456667,488.384,27.831,5.387664522,4910,17.674
DC,2008.1,2008,1,329.8833333,487.64,27.948,5.862476633,4101,19.33933333
DC,2008.2,2008,2,332.8463333,492.923,28.076,5.87037662,4092,19.53933333
DC,2008.3,2008,3,339.808,483.464,27.949,6.863876071,2709,23.324
DC,2008.4,2008,4,332.6583333,494.533,28.253,7.627746186,1903,25.37433333
DC,2009.1,2009,1,332.713,494.666,27.9,8.760002364,1091,29.14566667
DC,2009.2,2009,2,333.0223333,492.909,28.261,9.395566063,778,31.28933333
DC,2009.3,2009,3,338.2613333,481.407,28.407,9.997891177,612,33.819
DC,2009.4,2009,4,336.55,483.071,28.633,10.44956173,475,35.168
DC,2010.1,2010,1,341.4793333,479.622,28.738,9.84627669,655,33.623
DC,2010.2,2010,2,347.917,482.68,29.038,9.047368577,934,31.47733333
DC,2010.3,2010,3,349.0566667,475.196,28.455,9.393126235,780,32.78733333
DC,2010.4,2010,4,345.807,487.334,28.705,9.352230194,796,32.34066667
DC,2011.1,2011,1,349.7326667,482.788,28.773,9.959035377,629,34.83
DC,2011.2,2011,2,349.8786667,485.384,29.407,10.20391831,561,35.70133333
DC,2011.3,2011,3,353.3316667,486.125,29.323,10.51014392,461,37.13566667
DC,2011.4,2011,4,350.1663333,495.821,29.652,9.926806213,636,34.76033333
DC,2012.1,2012,1,355.6796667,494.842,28.805,9.769839715,678,34.74933333
DC,2012.2,2012,2,361.6863333,499.702,29.187,8.799245018,1068,31.82566667
DC,2012.3,2012,3,369.5293333,499.161,29.268,8.970600439,984,33.149
DC,2012.4,2012,4,373.0576667,506.391,29.667,8.656570521,1155,32.294
DC,2013.1,2013,1,373.9876667,505.258,29.989,8.845389732,1039,33.08066667
DC,2013.2,2013,2,374.1923333,514.581,30.609,8.336443736,1344,31.19433333
DC,2013.3,2013,3,375.1556667,508.429,30.032,8.67284425,1147,32.53666667
DC,2013.4,2013,4,373.1696667,519.131,30.342,8.116504646,1502,30.28833333
DC,2014.1,2014,1,372.7396667,521.014,30.357,8.091259404,1521,30.15933333
DC,2014.2,2014,2,375.5966667,527.158,30.801,7.50929632,1998,28.20466667
DC,2014.3,2014,3,381.9966667,522.501,30.967,8.0363703,1553,30.69866667
DC,2014.4,2014,4,383.184,533.93,31.292,7.44611814,2045,28.53233333
DC,2015.1,2015,1,385.0166667,533.009,31.466,7.452144929,2038,28.692
DC,2015.2,2015,2,385.7133333,539.932,32.054,6.738078366,2878,25.98966667
DC,2015.3,2015,3,390.6623333,534.782,32.228,6.972773589,2564,27.24
DC,2015.4,2015,4,390.8353333,543.596,32.508,6.399370238,3315,25.011
DC,2016.1,2016,1,392.5266667,546.615,32.41,6.386997062,3333,25.07066667
DC,2016.2,2016,2,393.8716667,556.846,32.804,5.817207805,4168,22.91233333
DC,2016.3,2016,3,396.0303333,549.03,32.744,6.354732087,3377,25.16666667
DC,2016.4,2016,4,395.915,558.127,33.073,5.836858922,4139,23.109
DC,2017.1,2017,1,399.2056667,556.398,33.499,6.139525408,3688,24.50933333
DC,2017.2,2017,2,400.82,561.149,33.425,5.976581342,3922,23.95533333
DC,2017.3,2017,3,402.612,556.07,33.579,6.42322302,3266,25.86066667
DC,2017.4,2017,4,400.9376667,566.204,33.996,5.666134304,4433,22.71766667
DC,2018.1,2018,1,404.8113333,564.123,34.448,5.62171349,4525,22.75733333
DE,1971.1,1971,1,NA,NA,NA,NA,NA,NA
DE,1971.2,1971,2,NA,NA,NA,NA,NA,NA
DE,1971.3,1971,3,NA,NA,NA,NA,NA,NA
DE,1971.4,1971,4,NA,NA,NA,NA,NA,NA
DE,1972.1,1972,1,NA,NA,NA,NA,NA,NA
DE,1972.2,1972,2,NA,NA,NA,NA,NA,NA
DE,1972.3,1972,3,NA,NA,NA,NA,NA,NA
DE,1972.4,1972,4,NA,NA,NA,NA,NA,NA
DE,1973.1,1973,1,NA,NA,NA,NA,NA,NA
DE,1973.2,1973,2,NA,NA,NA,NA,NA,NA
DE,1973.3,1973,3,NA,NA,NA,NA,NA,NA
DE,1973.4,1973,4,NA,NA,NA,NA,NA,NA
DE,1974.1,1974,1,NA,NA,NA,NA,NA,NA
DE,1974.2,1974,2,NA,NA,NA,NA,NA,NA
DE,1974.3,1974,3,NA,205.421,NA,NA,NA,NA
DE,1974.4,1974,4,NA,217.626,NA,NA,NA,NA
DE,1975.1,1975,1,NA,222.528,NA,NA,NA,NA
DE,1975.2,1975,2,NA,216.263,NA,NA,NA,NA
DE,1975.3,1975,3,NA,199.724,NA,NA,NA,NA
DE,1975.4,1975,4,NA,206.385,NA,NA,NA,NA
DE,1976.1,1976,1,260.869,208.92,NA,8.790491268,1077,22.93166667
DE,1976.2,1976,2,263.117,211.963,NA,7.80349933,1732,20.53233333
DE,1976.3,1976,3,265.9856667,209.698,NA,8.332278556,1347,22.16266667
DE,1976.4,1976,4,265.0466667,215.416,NA,7.580048796,1944,20.09066667
DE,1977.1,1977,1,264.4206667,216.372,NA,8.718430985,1123,23.05333333
DE,1977.2,1977,2,267.8413333,214.135,NA,7.81395453,1726,20.929
DE,1977.3,1977,3,270.132,202.448,NA,8.03236936,1557,21.698
DE,1977.4,1977,4,271.5053333,215.441,NA,7.137981329,2390,19.38
DE,1978.1,1978,1,270.066,220.816,NA,7.913374262,1643,21.37133333
DE,1978.2,1978,2,274.401,218.857,NA,7.091203506,2447,19.45833333
DE,1978.3,1978,3,277.2676667,229.576,NA,7.496125886,2006,20.78433333
DE,1978.4,1978,4,277.3143333,240.799,NA,6.699016639,2915,18.57733333
DE,1979.1,1979,1,277.9836667,242.537,NA,7.907778754,1649,21.98233333
DE,1979.2,1979,2,278.896,244.865,NA,6.990538887,2548,19.49633333
DE,1979.3,1979,3,282.6633333,240.643,NA,7.225556905,2298,20.424
DE,1979.4,1979,4,282.2533333,250.913,NA,6.413387501,3289,18.102
DE,1980.1,1980,1,281.1336667,254.512,NA,7.620811453,1913,21.42466667
DE,1980.2,1980,2,282.9786667,253.666,NA,7.459926308,2030,21.11
DE,1980.3,1980,3,285.5806667,245.056,NA,7.636487998,1887,21.80833333
