st,CYQ,year,quarter,Civlian_Labor_Force,Covered_Employment,Sub_Employer,TUR,TUR_Rank,Total_Unemployment
MN,2017.3,2017,3,3084.067667,2765.689,132.38,3.178864536,8290,98.03833333
MN,2017.4,2017,4,3062.140667,2839.103,133.136,2.860036258,8511,87.57833333
MN,2018.1,2018,1,3098.333667,2837.559,133.471,3.890951706,7550,120.5546667
MO,1971.1,1971,1,NA,NA,NA,NA,NA,NA
MO,1971.2,1971,2,NA,NA,NA,NA,NA,NA
MO,1971.3,1971,3,NA,NA,NA,NA,NA,NA
MO,1971.4,1971,4,NA,NA,NA,NA,NA,NA
MO,1972.1,1972,1,NA,NA,NA,NA,NA,NA
MO,1972.2,1972,2,NA,NA,NA,NA,NA,NA
MO,1972.3,1972,3,NA,NA,NA,NA,NA,NA
MO,1972.4,1972,4,NA,NA,NA,NA,NA,NA
MO,1973.1,1973,1,NA,NA,NA,NA,NA,NA
MO,1973.2,1973,2,NA,NA,NA,NA,NA,NA
MO,1973.3,1973,3,NA,NA,NA,NA,NA,NA
MO,1973.4,1973,4,NA,NA,NA,NA,NA,NA
MO,1974.1,1974,1,NA,NA,NA,NA,NA,NA
MO,1974.2,1974,2,NA,NA,NA,NA,NA,NA
MO,1974.3,1974,3,NA,1426.588,NA,NA,NA,NA
MO,1974.4,1974,4,NA,1471.617,NA,NA,NA,NA
MO,1975.1,1975,1,NA,1483.863,NA,NA,NA,NA
MO,1975.2,1975,2,NA,1460.491,NA,NA,NA,NA
MO,1975.3,1975,3,NA,1368.743,NA,NA,NA,NA
MO,1975.4,1975,4,NA,1400.032,NA,NA,NA,NA
MO,1976.1,1976,1,2075.592333,1440.362,NA,6.558320621,3109,136.124
MO,1976.2,1976,2,2123.733333,1437.37,NA,5.693872426,4378,120.9226667
MO,1976.3,1976,3,2158.427333,1416.896,NA,6.370332597,3357,137.499
MO,1976.4,1976,4,2145.259667,1473.671,NA,6.028998199,3838,129.3376667
MO,1977.1,1977,1,2146.982,1504.543,NA,6.873710787,2702,147.5773333
MO,1977.2,1977,2,2202.970333,1493.647,NA,5.717522902,4326,125.9553333
MO,1977.3,1977,3,2232.978667,1458.338,NA,6.020971092,3850,134.447
MO,1977.4,1977,4,2220.833,1531.549,NA,5.092773748,5495,113.102
MO,1978.1,1978,1,2213.670667,1569.926,NA,6.243114754,3527,138.202
MO,1978.2,1978,2,2260.857333,1563.562,NA,4.530110406,6492,102.4193333
MO,1978.3,1978,3,2263.973,1762.476,NA,4.740383388,6142,107.321
MO,1978.4,1978,4,2251.825333,1851.961,NA,3.895491598,7540,87.71966667
MO,1979.1,1979,1,2245.044,1845.291,NA,4.70724256,6207,105.6796667
MO,1979.2,1979,2,2295.543333,1880.88,NA,4.163153821,7143,95.567
MO,1979.3,1979,3,2315.366667,1836.398,NA,4.818214538,6009,111.5593333
MO,1979.4,1979,4,2295.063333,1917.509,NA,4.767537279,6101,109.418
MO,1980.1,1980,1,2295.032333,1898.735,NA,6.640008122,2993,152.3903333
MO,1980.2,1980,2,2327.153333,1909.795,NA,7.201301733,2332,167.5853333
MO,1980.3,1980,3,2320.568667,1844.06,NA,7.906783194,1653,183.4823333
MO,1980.4,1980,4,2295.576667,1859.666,NA,7.254444417,2260,166.5313333
MO,1981.1,1981,1,2314.672,1828.72,NA,8.190994952,1447,189.5946667
MO,1981.2,1981,2,2339.094,1863.843,NA,7.083184059,2461,165.6823333
MO,1981.3,1981,3,2317.196,1825.533,112.447,6.944902373,2605,160.927
MO,1981.4,1981,4,2308.593333,1856.626,113.092,7.767601628,1768,179.3223333
MO,1982.1,1982,1,2303.557333,1824.897,112.579,9.249158403,845,213.0596667
MO,1982.2,1982,2,2346.163667,1847.15,112.969,8.701552648,1134,204.1526667
MO,1982.3,1982,3,2351.137667,1776.979,113.426,9.069226487,919,213.23
MO,1982.4,1982,4,2326.855,1822.829,113.971,9.826181692,662,228.641
MO,1983.1,1983,1,2326.033,1788.315,113.065,11.19764853,327,260.461
MO,1983.2,1983,2,2378.410333,1806.312,113.281,10.2007209,562,242.615
MO,1983.3,1983,3,2389.876,1762.144,113.252,9.386428417,782,224.324
MO,1983.4,1983,4,2365.43,1823.383,113.564,8.477373388,1255,200.5263333
MO,1984.1,1984,1,2367.896333,1827.038,111.721,8.717878837,1125,206.4303333
MO,1984.2,1984,2,2409.519333,1865.331,112.456,6.995669122,2542,168.562
MO,1984.3,1984,3,2399.702333,1848.961,112.99,6.455120059,3223,154.9036667
MO,1984.4,1984,4,2391.584667,1923.431,113.22,6.186344507,3613,147.9516667
MO,1985.1,1985,1,2401.058667,1925.73,114.195,7.264142928,2249,174.4163333
MO,1985.2,1985,2,2455.649333,1956.46,115.262,6.445599996,3241,158.2813333
MO,1985.3,1985,3,2465.379333,1912.952,115.56,6.130618439,3704,151.143
MO,1985.4,1985,4,2448.294667,1988.304,116.045,5.756591935,4280,140.9383333
MO,1986.1,1986,1,2455.695,1984.792,116.249,6.675964781,2955,163.9413333
MO,1986.2,1986,2,2514.807,2006.363,117.585,6.272065146,3483,157.7303333
MO,1986.3,1986,3,2533.22,1967.075,119.395,6.245292553,3524,158.207
MO,1986.4,1986,4,2512.131667,2037.669,118.708,5.69869281,4363,143.1586667
MO,1987.1,1987,1,2520.603667,2028.865,119.791,7.005451472,2533,176.5796667
MO,1987.2,1987,2,2569.985,2056.019,120.091,6.336548008,3403,162.8483333
MO,1987.3,1987,3,2572.848333,2018.281,121.594,6.093000689,3741,156.7636667
MO,1987.4,1987,4,2542.886,2087.249,120.29,5.311104522,5061,135.0553333
MO,1988.1,1988,1,2527.843333,2076.448,121.034,5.719460462,4323,144.579
MO,1988.2,1988,2,2593.581667,2117.745,121.959,5.633702171,4506,146.1146667
MO,1988.3,1988,3,2599.446667,2065.754,123.334,5.690326403,4384,147.917
MO,1988.4,1988,4,2583.302,2147.562,122.547,5.335522779,5019,137.8326667
MO,1989.1,1989,1,2576.765,2145.826,123.853,5.996123046,3889,154.506
MO,1989.2,1989,2,2621.102,2175.468,124.479,5.319696321,5047,139.4346667
MO,1989.3,1989,3,2635.339,2131.868,125.733,5.393613497,4899,142.14
MO,1989.4,1989,4,2618.129667,2203.825,125.077,5.110403877,5452,133.797
MO,1990.1,1990,1,2565.44,2184.197,126.374,6.059909151,3790,155.4633333
MO,1990.2,1990,2,2612.077667,2214.433,126.687,5.188628261,5306,135.531
MO,1990.3,1990,3,2632.178667,2171.855,127.529,5.844980635,4127,153.8503333
MO,1990.4,1990,4,2620.640333,2215.885,126.548,6.009930652,3859,157.4986667
MO,1991.1,1991,1,2624.158333,2207.579,127.659,7.438207171,2055,195.1903333
MO,1991.2,1991,2,2666.543,2225.947,127.463,6.732537221,2883,179.526
MO,1991.3,1991,3,2663.058333,2129.323,128.296,6.228565528,3552,165.8703333
MO,1991.4,1991,4,2634.513333,2182.486,127.39,5.732254154,4311,151.017
MO,1992.1,1992,1,2633.521333,2168.334,128.212,6.671954053,2959,175.7073333
MO,1992.2,1992,2,2692.857333,2194.854,128.411,6.230692751,3547,167.7836667
MO,1992.3,1992,3,2681.816,2140.071,129.356,5.777105265,4250,154.9313333
MO,1992.4,1992,4,2641.593,2212.949,128.441,5.309233229,5063,140.2483333
MO,1993.1,1993,1,2657.016333,2197.208,129.495,6.843440556,2744,181.8313333
MO,1993.2,1993,2,2725.954667,2231.928,129.794,6.349885496,3383,173.095
MO,1993.3,1993,3,2729.087,2181.947,130.824,5.985677017,3902,163.3543333
MO,1993.4,1993,4,2710.926667,2267.31,130.196,5.368557861,4943,145.5376667
MO,1994.1,1994,1,2710.513667,2254.249,131.696,6.099237525,3731,165.3206667
MO,1994.2,1994,2,2755.475667,2304.995,132.579,4.808836998,6026,132.5063333
MO,1994.3,1994,3,2775.636333,2250.44,133.546,4.604469678,6364,127.8033333
MO,1994.4,1994,4,2793.018667,2340.982,133.595,4.291819985,6954,119.8713333
MO,1995.1,1995,1,2799.107,2336.911,121.565,5.398638447,4888,151.1136667
MO,1995.2,1995,2,2839.254667,2384.723,121.764,4.955467186,5747,140.6983333
MO,1995.3,1995,3,2837.547,2333.558,122.392,4.624217091,6336,131.2143333
MO,1995.4,1995,4,2812.885667,2404.202,123.007,3.730249968,7749,104.9276667
MO,1996.1,1996,1,2826.76,2385.067,123.414,5.026909489,5625,142.0986667
MO,1996.2,1996,2,2886.273667,2419.459,123.707,4.74678943,6130,137.0053333
MO,1996.3,1996,3,2882.851333,2372.648,124.008,4.631884128,6324,133.5303333
MO,1996.4,1996,4,2881.736333,2447.106,124.514,4.356690509,6842,125.5483333
MO,1997.1,1997,1,2879.967,2435.02,124.783,5.027765943,5623,144.798
MO,1997.2,1997,2,2919.304,2477.258,124.702,4.140507463,7181,120.874
MO,1997.3,1997,3,2915.82,2436.991,125.205,4.127575319,7198,120.3526667
MO,1997.4,1997,4,2901.765333,2515.606,125.833,3.79396634,7663,110.092
MO,1998.1,1998,1,2897.251667,2497.544,125.935,4.805404662,6029,139.2246667
MO,1998.2,1998,2,2935.813333,2541.16,125.794,4.185631693,7108,122.8823333
MO,1998.3,1998,3,2920.133333,2487.952,126.015,3.854641341,7585,112.5606667
MO,1998.4,1998,4,2890.287333,2571.388,126.399,3.091076758,8355,89.341
MO,1999.1,1999,1,2880.084333,2544.102,126.131,3.480071706,8001,100.229
MO,1999.2,1999,2,2931.410667,2583.154,126.22,3.433125258,8048,100.639
MO,1999.3,1999,3,2921.925,2524.676,126.267,3.227757956,8238,94.31266667
MO,1999.4,1999,4,2911.341,2609.483,126.699,2.410126467,8732,70.167
MO,2000.1,2000,1,2950.177333,2589.64,126.906,3.383062171,8093,99.80633333
MO,2000.2,2000,2,2988.149333,2628.411,127.072,3.023197859,8405,90.33766667
MO,2000.3,2000,3,2974.056,2574.523,127.936,3.328294199,8155,98.98533333
MO,2000.4,2000,4,2979.983667,2644.972,128.319,3.419235743,8061,101.8926667
MO,2001.1,2001,1,3000.089333,2609.842,128.461,4.800257059,6032,144.012
MO,2001.2,2001,2,3024.409333,2640.47,128.773,4.220835187,7049,127.6553333
MO,2001.3,2001,3,3001.822333,2575.404,129.155,4.389167158,6788,131.755
MO,2001.4,2001,4,2984.535333,2632.928,129.404,4.55759389,6442,136.023
MO,2002.1,2002,1,2978.112667,2580.871,130.205,5.66686642,4431,168.7656667
MO,2002.2,2002,2,3009.581667,2598.723,129.868,5.251981311,5186,158.0626667
MO,2002.3,2002,3,2988.091333,2531.02,129.818,5.11646565,5438,152.8846667
MO,2002.4,2002,4,2967.939,2598.964,129.777,4.854333821,5936,144.0736667
MO,2003.1,2003,1,2965.741333,2563.704,130.557,5.735744093,4305,170.1073333
MO,2003.2,2003,2,3006.861333,2596.108,130.558,5.685718353,4395,170.9616667
MO,2003.3,2003,3,2980.469333,2528.114,131.17,5.710744885,4337,170.207
MO,2003.4,2003,4,2963.677667,2587.183,131.464,5.101420724,5470,151.1896667
MO,2004.1,2004,1,2964.227667,2543.303,131.922,5.899198251,4046,174.8656667
MO,2004.2,2004,2,3000.532333,2582.762,132.364,5.590174721,4585,167.735
MO,2004.3,2004,3,3000.915,2520.813,133.2,5.938177745,3982,178.1996667
MO,2004.4,2004,4,2985.442667,2597.802,134.448,5.587312122,4588,166.806
MO,2005.1,2005,1,2980.993667,2561.267,134.639,6.223428184,3568,185.52
MO,2005.2,2005,2,3013.785667,2614.352,134.774,5.355235945,4970,161.3953333
MO,2005.3,2005,3,3001.567333,2557.186,135.737,5.042965331,5603,151.368
MO,2005.4,2005,4,2994.629,2635.657,136.516,4.83663697,5963,144.8393333
MO,2006.1,2006,1,2996.175333,2603.467,137.1,5.175820819,5333,155.0766667
MO,2006.2,2006,2,3043.468,2644.497,136.88,4.573105418,6411,139.181
MO,2006.3,2006,3,3051.462667,2599.845,137.641,4.988154315,5693,152.2116667
MO,2006.4,2006,4,3052.930333,2672.773,138.583,4.57667393,6404,139.7226667
MO,2007.1,2007,1,3029.287667,2631.206,138.795,5.188755596,5305,157.1823333
MO,2007.2,2007,2,3058.700333,2680.534,139.148,4.714377054,6196,144.1986667
MO,2007.3,2007,3,3058.806667,2621.089,139.476,5.254434736,5183,160.723
MO,2007.4,2007,4,3047.632667,2693.251,139.96,5.028175968,5621,153.2403333
MO,2008.1,2008,1,3031.288,2652.135,139.867,5.784636762,4234,175.349
MO,2008.2,2008,2,3069.786667,2693.323,139.392,5.399604316,4887,165.7563333
MO,2008.3,2008,3,3061.807333,2636.659,139.117,6.209306442,3590,190.117
MO,2008.4,2008,4,3034.941667,2695.232,138.942,6.261020942,3494,190.0183333
MO,2009.1,2009,1,3072.150333,2645.497,138.343,9.739811995,690,299.2216667
MO,2009.2,2009,2,3096.572667,2661.467,137.513,9.253208763,841,286.5323333
MO,2009.3,2009,3,3070.223,2554.517,137.809,9.529459804,740,292.5756667
MO,2009.4,2009,4,3021.970333,2579.325,137.262,9.1819013,878,277.4743333
MO,2010.1,2010,1,3032.632333,2520.12,137.294,10.32358357,514,313.0763333
MO,2010.2,2010,2,3076.647,2546.937,136.274,9.282572879,831,285.592
MO,2010.3,2010,3,3069.415667,2475.193,136.672,9.573027309,728,293.836
MO,2010.4,2010,4,3047.240333,2539.868,136.998,9.165407695,884,279.292
MO,2011.1,2011,1,3039.734667,2501.636,136.989,9.559288289,733,290.577
MO,2011.2,2011,2,3064.650333,2543.868,136.791,8.495509711,1248,260.3576667
MO,2011.3,2011,3,3052.791667,2480.003,137.438,8.497588273,1247,259.4136667
MO,2011.4,2011,4,3033.963333,2553.255,137.674,7.379709049,2125,223.8976667
MO,2012.1,2012,1,3014.14,2515.882,138.016,7.716861194,1817,232.597
MO,2012.2,2012,2,3036.900333,2562.334,137.892,6.734114093,2882,204.5083333
MO,2012.3,2012,3,3028.649333,2514.265,139.183,6.976146022,2559,211.283
MO,2012.4,2012,4,3021.545333,2567.803,139.836,6.346013232,3389,191.7476667
MO,2013.1,2013,1,3004.528,2538.119,141.298,7.399953226,2096,222.3336667
MO,2013.2,2013,2,3038.211,2588.792,141.632,6.603908243,3042,200.6406667
MO,2013.3,2013,3,3034.76,2538.64,142.103,6.877424684,2694,208.7133333
MO,2013.4,2013,4,3003.311333,2606.815,143.887,5.972807348,3929,179.382
MO,2014.1,2014,1,3029.859333,2571.203,144.64,7.34346523,2156,222.4966667
MO,2014.2,2014,2,3054.155667,2620.586,144.576,6.032403718,3834,184.239
MO,2014.3,2014,3,3059.858667,2559.595,145.593,6.162288977,3649,188.5573333
MO,2014.4,2014,4,3050.427333,2641.181,147.141,4.987038974,5696,152.126
MO,2015.1,2015,1,3063.626,2601.376,148.605,5.988067734,3899,183.452
MO,2015.2,2015,2,3102.253333,2656.553,149.238,5.257780366,5178,163.1096667
MO,2015.3,2015,3,3078.483333,2608.171,150.781,4.857705905,5929,149.5436667
MO,2015.4,2015,4,3065.775333,2683.836,151.57,3.966522444,7428,121.6046667
MO,2016.1,2016,1,3076.010333,2649.37,153.528,4.778429981,6082,146.985
MO,2016.2,2016,2,3099.633333,2705.675,153.003,4.493176612,6576,139.272
MO,2016.3,2016,3,3092.509333,2653.37,154.042,5.074972557,5530,156.944
MO,2016.4,2016,4,3050.080667,2725.905,153.328,3.86214922,7579,117.7986667
MO,2017.1,2017,1,3043.703333,2688.786,154.965,4.421302558,6733,134.5713333
MO,2017.2,2017,2,3068.177333,2734.787,153.456,3.660620659,7810,112.3143333
MO,2017.3,2017,3,3063.298333,2689.508,164.027,3.895017299,7541,119.316
MO,2017.4,2017,4,3027.671333,2753.404,165.998,3.043417086,8385,92.14466667
MO,2018.1,2018,1,3022.506,2714.705,167.447,3.937582478,7466,119.0136667
MS,1971.1,1971,1,NA,NA,NA,NA,NA,NA
MS,1971.2,1971,2,NA,NA,NA,NA,NA,NA
MS,1971.3,1971,3,NA,NA,NA,NA,NA,NA
MS,1971.4,1971,4,NA,NA,NA,NA,NA,NA
MS,1972.1,1972,1,NA,NA,NA,NA,NA,NA
MS,1972.2,1972,2,NA,NA,NA,NA,NA,NA
MS,1972.3,1972,3,NA,NA,NA,NA,NA,NA
MS,1972.4,1972,4,NA,NA,NA,NA,NA,NA
MS,1973.1,1973,1,NA,NA,NA,NA,NA,NA
MS,1973.2,1973,2,NA,NA,NA,NA,NA,NA
MS,1973.3,1973,3,NA,NA,NA,NA,NA,NA
MS,1973.4,1973,4,NA,NA,NA,NA,NA,NA
MS,1974.1,1974,1,NA,NA,NA,NA,NA,NA
MS,1974.2,1974,2,NA,NA,NA,NA,NA,NA
MS,1974.3,1974,3,NA,540.047,NA,NA,NA,NA
MS,1974.4,1974,4,NA,559.544,NA,NA,NA,NA
MS,1975.1,1975,1,NA,564.37,NA,NA,NA,NA
MS,1975.2,1975,2,NA,546.267,NA,NA,NA,NA
MS,1975.3,1975,3,NA,514.185,NA,NA,NA,NA
MS,1975.4,1975,4,NA,522.902,NA,NA,NA,NA
MS,1976.1,1976,1,947.5353333,536.555,NA,7.139962415,2388,67.65366667
MS,1976.2,1976,2,968.436,550.84,NA,6.533971613,3137,63.27733333
MS,1976.3,1976,3,981.1736667,543.535,NA,6.83467181,2756,67.06
MS,1976.4,1976,4,979.811,565.9,NA,6.272978496,3482,61.46333333
MS,1977.1,1977,1,971.097,571.894,NA,7.172129389,2360,69.64833333
MS,1977.2,1977,2,1002.810333,573.58,NA,8.032359725,1558,80.54933333
MS,1977.3,1977,3,1011.633,566.409,NA,8.030118959,1560,81.23533333
MS,1977.4,1977,4,1008.286,592.439,NA,6.88627367,2683,69.43333333
MS,1978.1,1978,1,994.1703333,607.271,NA,7.10411462,2435,70.627
MS,1978.2,1978,2,1018.301667,613.763,NA,7.597453931,1932,77.365
MS,1978.3,1978,3,1027.213,734.635,NA,7.570938712,1953,77.76966667
MS,1978.4,1978,4,1016.43,761.895,NA,5.875859626,4078,59.724
MS,1979.1,1979,1,1002.611667,764.823,NA,5.712813369,4333,57.27733333
MS,1979.2,1979,2,1019.982667,778.626,NA,5.792059211,4220,59.078
MS,1979.3,1979,3,1031.267333,764.22,NA,5.87846281,4074,60.62266667
MS,1979.4,1979,4,1032.674,782.84,NA,5.437598571,4824,56.15266667
MS,1980.1,1980,1,1031.112333,784.703,NA,6.617546035,3023,68.23433333
MS,1980.2,1980,2,1053.954667,796.289,NA,7.884969119,1672,83.104
MS,1980.3,1980,3,1061.902667,772.868,NA,8.281487192,1381,87.94133333
MS,1980.4,1980,4,1057.749667,773.163,NA,7.930609921,1635,83.886
MS,1981.1,1981,1,1046.253333,767.983,NA,8.641023844,1165,90.407
MS,1981.2,1981,2,1058.761333,778.636,NA,8.648817297,1161,91.57033333
MS,1981.3,1981,3,1060.056,760.175,42.492,8.724570526,1119,92.48533333
MS,1981.4,1981,4,1055.028667,773.194,42.563,8.664251145,1151,91.41033333
MS,1982.1,1982,1,1052.395333,767.764,42.851,10.438156,479,109.8506667
MS,1982.2,1982,2,1078.609667,768.305,42.81,11.73467448,260,126.5713333
MS,1982.3,1982,3,1085.646,738.948,42.709,12.08420302,225,131.1916667
MS,1982.4,1982,4,1075.682667,749.293,42.749,11.69176907,265,125.7663333
MS,1983.1,1983,1,1072.339,737.412,43.021,13.61391625,132,145.9873333
MS,1983.2,1983,2,1094.481,741.177,43.028,13.88609457,121,151.9806667
MS,1983.3,1983,3,1097.737667,720.641,42.656,12.48789556,196,137.0843333
MS,1983.4,1983,4,1073.284667,738.226,42.763,10.47693467,469,112.4473333
MS,1984.1,1984,1,1062.655,748.439,43.209,10.82536979,395,115.0363333
MS,1984.2,1984,2,1093.914,767.548,43.436,10.91066879,374,119.3533333
MS,1984.3,1984,3,1111.101333,757.471,43.552,11.44108068,292,127.122
MS,1984.4,1984,4,1100.836333,773.351,43.915,9.978807022,618,109.8503333
MS,1985.1,1985,1,1102.309333,774.356,44.474,10.85333578,390,119.6373333
MS,1985.2,1985,2,1125.154333,790.946,44.594,10.92143507,371,122.883
MS,1985.3,1985,3,1138.127,770.365,44.749,11.02946625,356,125.5293333
MS,1985.4,1985,4,1133.925667,788.208,44.855,10.32142906,518,117.0373333
MS,1986.1,1986,1,1137.855,789.821,45.316,11.814745,250,134.4346667
MS,1986.2,1986,2,1166.051333,808.106,45.309,12.6373796,180,147.3583333
MS,1986.3,1986,3,1171.976667,793.109,45.481,12.3882728,205,145.1876667
MS,1986.4,1986,4,1161.243,796.844,45.506,11.55899325,278,134.228
MS,1987.1,1987,1,1146.537,793.926,45.695,11.68835662,267,134.0113333
MS,1987.2,1987,2,1160.44,806.405,45.742,10.87541507,386,126.2026667
MS,1987.3,1987,3,1163.061333,793.792,45.328,10.2699657,542,119.446
MS,1987.4,1987,4,1150.279,813.129,45.452,8.911229363,1020,102.504
MS,1988.1,1988,1,1133.138,814.678,45.805,8.785455376,1079,99.55133333
MS,1988.2,1988,2,1144.561333,837.509,45.67,8.433216336,1291,96.52333333
MS,1988.3,1988,3,1156.035667,824.235,45.492,8.939343567,1002,103.342
MS,1988.4,1988,4,1159.877333,843.936,45.66,8.724945626,1117,101.1986667
MS,1989.1,1989,1,1148.551333,846.395,46.027,8.731666035,1115,100.2876667
MS,1989.2,1989,2,1167.767333,864.428,46.076,8.466498178,1263,98.869
MS,1989.3,1989,3,1167.552667,851.125,45.85,7.678739974,1851,89.65333333
MS,1989.4,1989,4,1167.523,873.191,45.954,7.269035956,2241,84.86766667
MS,1990.1,1990,1,1163.630667,869.719,46.291,7.877213045,1676,91.66166667
MS,1990.2,1990,2,1177.621333,887.456,47.051,7.625880872,1907,89.804
MS,1990.3,1990,3,1178.038333,869.734,46.847,7.497633778,2002,88.325
MS,1990.4,1990,4,1183.689,888.574,45.781,7.731000288,1800,91.511
MS,1991.1,1991,1,1186.901,888.251,46.027,9.642702579,709,114.4493333
MS,1991.2,1991,2,1206.277,900.976,47.046,9.769646607,679,117.849
MS,1991.3,1991,3,1194.195667,872.606,46.748,8.77117569,1086,104.745
MS,1991.4,1991,4,1175.523,886.402,46.816,7.407369599,2086,87.07533333
MS,1992.1,1992,1,1176.092333,889.45,45.869,8.733639677,1112,102.7156667
MS,1992.2,1992,2,1204.97,905.456,45.529,8.960195413,988,107.9676667
MS,1992.3,1992,3,1213.934,888.395,45.804,8.602060189,1191,104.4233333
MS,1992.4,1992,4,1195.535333,908.13,46.077,7.087898699,2450,84.73833333
MS,1993.1,1993,1,1191.034,908.893,46.479,7.559146087,1965,90.032
MS,1993.2,1993,2,1219.214667,931.229,46.751,7.674749101,1855,93.57166667
MS,1993.3,1993,3,1218.392,921.279,46.778,6.745010363,2865,82.18066667
MS,1993.4,1993,4,1216.085,948.078,47.223,5.865297245,4098,71.327
MS,1994.1,1994,1,1224.527667,953.708,47.654,7.330037187,2169,89.75833333
MS,1994.2,1994,2,1245.914,985.136,47.762,7.121465312,2414,88.72733333
MS,1994.3,1994,3,1250.459333,978.489,48.469,6.451362673,3232,80.67166667
MS,1994.4,1994,4,1249.298,1005.883,48.023,5.699627578,4362,71.20533333
MS,1995.1,1995,1,1240.880333,1016.968,48.738,6.253544191,3506,77.599
MS,1995.2,1995,2,1263.464333,1026.355,48.408,6.976110393,2560,88.14066667
MS,1995.3,1995,3,1269.58,1012.136,48.467,7.0733891,2475,89.80233333
MS,1995.4,1995,4,1256.342667,1029.1,49.089,5.859282552,4104,73.61266667
MS,1996.1,1996,1,1251.994667,1028.765,49.508,6.862702291,2714,85.92066667
MS,1996.2,1996,2,1270.734333,1040.606,49.183,6.628975424,3007,84.23666667
MS,1996.3,1996,3,1271.491333,1022.906,49.525,5.999857385,3882,76.28766667
MS,1996.4,1996,4,1272.215667,1046.961,49.916,5.652946159,4458,71.91766667
MS,1997.1,1997,1,1266.603667,1046.623,50.441,6.457689606,3220,81.79333333
MS,1997.2,1997,2,1278.397667,1055.247,50.651,6.055236334,3799,77.41
MS,1997.3,1997,3,1287.505,1040.525,50.514,6.386201736,3336,82.22266667
MS,1997.4,1997,4,1279.552333,1063.802,50.852,5.255952798,5182,67.25266667
MS,1998.1,1998,1,1274.250333,1064.915,51.421,5.874748316,4080,74.859
MS,1998.2,1998,2,1283.178333,1084.114,51.601,5.454347083,4797,69.989
MS,1998.3,1998,3,1285.33,1071.038,51.137,5.60027386,4567,71.982
MS,1998.4,1998,4,1282.689,1091.534,51.475,4.870731201,5900,62.47633333
MS,1999.1,1999,1,1278.661,1094.499,52.593,5.396400349,4892,69.00166667
MS,1999.2,1999,2,1288.095667,1106.1,53.024,5.091107363,5498,65.57833333
MS,1999.3,1999,3,1295.466333,1092.233,52.923,5.408863063,4867,70.07
MS,1999.4,1999,4,1304.512333,1118.943,52.907,5.150225998,5381,67.18533333
MS,2000.1,2000,1,1310.210667,1119.247,53.566,6.191803252,3606,81.12566667
MS,2000.2,2000,2,1322.828333,1122.192,53.01,6.033461132,3832,79.81233333
MS,2000.3,2000,3,1312.193667,1102.699,53.117,5.547859932,4655,72.79866667
MS,2000.4,2000,4,1311.385,1117.732,53.509,4.837963934,5959,63.44433333
MS,2001.1,2001,1,1310.304,1109.899,53.808,5.257024324,5179,68.883
MS,2001.2,2001,2,1307.494667,1108.162,53.761,5.076553531,5526,66.37566667
MS,2001.3,2001,3,1290.340333,1083.226,53.357,5.653340553,4457,72.94733333
MS,2001.4,2001,4,1302.115667,1092.021,53.303,6.33696904,3400,82.51466667
MS,2002.1,2002,1,1296.003333,1083.592,53.374,7.229868236,2290,93.69933333
MS,2002.2,2002,2,1305.272,1082.357,53.426,6.888372692,2679,89.912
MS,2002.3,2002,3,1301.817,1068.112,53.423,6.389198072,3329,83.17566667
MS,2002.4,2002,4,1305.848667,1085.079,53.409,6.404136671,3304,83.62833333
MS,2003.1,2003,1,1301.934667,1080.428,53.75,6.741889762,2870,87.775
MS,2003.2,2003,2,1316.839333,1078.227,53.636,6.960707431,2582,91.66133333
MS,2003.3,2003,3,1310.029333,1060.94,53.595,6.350951938,3382,83.19933333
MS,2003.4,2003,4,1311.591667,1071.021,53.641,5.53426816,4674,72.587
MS,2004.1,2004,1,1299.754,1070.372,53.862,5.72559628,4319,74.41866667
MS,2004.2,2004,2,1315.084667,1081.659,53.926,6.15002228,3670,80.878
MS,2004.3,2004,3,1321.490333,1067.139,54.039,6.728917931,2887,88.922
MS,2004.4,2004,4,1326.324667,1084.373,54.117,6.776571046,2824,89.87933333
MS,2005.1,2005,1,1319.200333,1081.173,54.724,7.274558501,2236,95.966
MS,2005.2,2005,2,1335.227667,1089.233,55.128,7.280955582,2230,97.21733333
MS,2005.3,2005,3,1333.079333,1079.171,54.831,8.028654459,1561,107.0283333
MS,2005.4,2005,4,1315.073,1092.887,54.666,8.48946535,1250,111.6426667
MS,2006.1,2006,1,1277.088333,1083.379,55.051,7.365191392,2137,94.06
MS,2006.2,2006,2,1284.614,1087.421,54.992,6.757282732,2844,86.805
MS,2006.3,2006,3,1289.776333,1078.408,54.898,6.832321573,2760,88.12166667
MS,2006.4,2006,4,1297.457,1098.113,55.178,6.201798338,3596,80.46566667
MS,2007.1,2007,1,1296.464,1097.806,55.695,6.818803556,2777,88.40333333
MS,2007.2,2007,2,1300.251333,1110.809,56.129,6.250048068,3514,81.26633333
MS,2007.3,2007,3,1303.918333,1097.712,55.779,6.329332998,3414,82.52933333
MS,2007.4,2007,4,1308.184333,1110.978,56.014,5.844894947,4128,76.462
MS,2008.1,2008,1,1297.319667,1108.496,56.816,6.242306252,3529,80.98266667
MS,2008.2,2008,2,1309.735333,1119.963,56.93,6.654448761,2977,87.15566667
MS,2008.3,2008,3,1307.574667,1107.461,56.999,7.387443012,2114,96.59633333
MS,2008.4,2008,4,1294.218333,1115.987,56.214,6.957867748,2588,90.05
MS,2009.1,2009,1,1278.529667,1098.107,56.261,8.735398918,1109,111.6846667
